고객ID,타사이전금액,혜택금액
R11-00000,33310000,60000
R11-00001,53840000,150000
R11-00002,14710000,40000
R11-00003,26390000,60000
R11-00004,77720000,300000
R11-00005,37820000,150000
R11-00006,33780000,150000
R11-00007,32310000,60000
R11-00008,124070000,300000
R11-00009,54940000,150000
R11-00010,36320000,150000
R11-00011,67420000,300000
R11-00012,222250000,1000000
R11-00013,121890000,300000
R11-00014,113900000,300000
R11-00015,20460000,60000
R11-00016,6150000,20000
R11-00017,45230000,150000
R11-00018,13360000,40000
R11-00019,63040000,150000
R11-00020,54200000,150000
R11-00021,2110000,0
R11-00022,24900000,60000
R11-00023,23140000,60000
R11-00024,75240000,300000
R11-00025,22230000,60000
R11-00026,95180000,300000
R11-00027,83150000,300000
R11-00028,64490000,150000
R11-00029,52770000,150000
R11-00030,63500000,150000
R11-00031,46440000,150000
R11-00032,82940000,300000
R11-00033,54140000,150000
R11-00034,48280000,150000
R11-00035,83440000,300000
R11-00036,32260000,60000
R11-00037,2980000,0
R11-00038,74600000,300000
R11-00039,34290000,150000
R11-00040,4690000,0
R11-00041,76560000,300000
R11-00042,98720000,300000
R11-00043,74030000,300000
R11-00044,55580000,150000
R11-00045,4430000,0
R11-00046,19120000,40000
R11-00047,105340000,300000
R11-00048,12580000,40000
R11-00049,42310000,150000
R11-00050,28270000,60000
R11-00051,55350000,150000
R11-00052,68650000,300000
R11-00053,64410000,150000
R11-00054,85200000,300000
R11-00055,56690000,150000
R11-00056,58810000,150000
R11-00057,26370000,60000
R11-00058,81210000,300000
R11-00059,41700000,150000
R11-00060,44140000,150000
R11-00061,42220000,150000
R11-00062,54000000,150000
R11-00063,20970000,60000
R11-00064,125930000,300000
R11-00065,71640000,300000
R11-00066,60750000,150000
R11-00067,22690000,60000
R11-00068,19190000,40000
R11-00069,26740000,60000
R11-00070,66930000,300000
R11-00071,45570000,150000
R11-00072,62070000,150000
R11-00073,24600000,60000
R11-00074,21060000,60000
R11-00075,51450000,150000
R11-00076,26150000,60000
R11-00077,85340000,300000
R11-00078,2870000,0
R11-00079,52480000,150000
R11-00080,70870000,300000
R11-00081,2590000,0
R11-00082,31970000,60000
R11-00083,1610000,0
R11-00084,2500000,0
R11-00085,43380000,150000
R11-00086,32390000,60000
R11-00087,28810000,60000
R11-00088,62460000,150000
R11-00089,59810000,150000
R11-00090,4570000,0
R11-00091,6730000,20000
R11-00092,2610000,0
R11-00093,70570000,300000
R11-00094,5710000,20000
R11-00095,3600000,0
R11-00096,32180000,60000
R11-00097,51680000,150000
R11-00098,51250000,150000
R11-00099,7130000,20000
R11-00100,20920000,60000
R11-00101,24450000,60000
R11-00102,61650000,150000
R11-00103,53040000,150000
R11-00104,44370000,150000
R11-00105,22200000,60000
R11-00106,62300000,150000
R11-00107,22450000,60000
R11-00108,44510000,150000
R11-00109,116930000,300000
R11-00110,110800000,300000
R11-00111,12410000,40000
R11-00112,52630000,150000
R11-00113,72050000,300000
R11-00114,65610000,150000
R11-00115,13810000,40000
R11-00116,91890000,300000
R11-00117,17970000,40000
R11-00118,54160000,150000
R11-00119,62110000,150000
R11-00120,6380000,20000
R11-00121,73350000,300000
R11-00122,32840000,60000
R11-00123,46950000,150000
R11-00124,2660000,0
R11-00125,71080000,300000
R11-00126,7150000,20000
R11-00127,13480000,40000
R11-00128,1700000,0
R11-00129,11480000,40000
R11-00130,32180000,60000
R11-00131,92840000,300000
R11-00132,18400000,40000
R11-00133,23990000,60000
R11-00134,85340000,300000
R11-00135,1660000,0
R11-00136,51530000,150000
R11-00137,82490000,300000
R11-00138,46160000,150000
R11-00139,70990000,300000
R11-00140,1010000,0
R11-00141,10700000,40000
R11-00142,36320000,150000
R11-00143,82660000,300000
R11-00144,43990000,150000
R11-00145,61720000,150000
R11-00146,102980000,300000
R11-00147,40750000,150000
R11-00148,13860000,40000
R11-00149,21100000,60000
R11-00150,56910000,150000
R11-00151,45780000,150000
R11-00152,28700000,60000
R11-00153,11920000,40000
R11-00154,45400000,150000
R11-00155,3330000,0
R11-00156,21800000,60000
R11-00157,4300000,0
R11-00158,2480000,0
R11-00159,31170000,60000
R11-00160,21590000,60000
R11-00161,81580000,300000
