고객ID,타사이전금액,혜택금액
R02-00000,75580000,300000
R02-00001,20760000,60000
R02-00002,68020000,300000
R02-00003,22070000,60000
R02-00004,51640000,150000
R02-00005,7640000,20000
R02-00006,54120000,150000
R02-00007,23310000,60000
R02-00008,24650000,60000
R02-00009,35070000,150000
R02-00010,2420000,0
R02-00011,91970000,300000
R02-00012,62030000,150000
R02-00013,92480000,300000
R02-00014,101700000,300000
R02-00015,18220000,40000
R02-00016,33960000,150000
R02-00017,22660000,60000
R02-00018,95120000,300000
R02-00019,35750000,150000
R02-00020,72350000,300000
R02-00021,57010000,150000
R02-00022,74940000,300000
R02-00023,50740000,150000
R02-00024,20730000,60000
R02-00025,5520000,20000
R02-00026,25930000,60000
R02-00027,12250000,40000
R02-00028,104500000,300000
R02-00029,2520000,0
R02-00030,55980000,150000
R02-00031,46160000,150000
R02-00032,1870000,0
R02-00033,61820000,150000
R02-00034,126670000,300000
R02-00035,50140000,150000
R02-00036,75450000,300000
R02-00037,750000,0
R02-00038,27050000,60000
R02-00039,11740000,40000
R02-00040,43210000,150000
R02-00041,2240000,0
R02-00042,6460000,20000
R02-00043,35750000,150000
R02-00044,74560000,300000
R02-00045,91190000,300000
R02-00046,11000000,40000
R02-00047,45730000,150000
R02-00048,52300000,150000
R02-00049,112490000,300000
R02-00050,32640000,60000
R02-00051,69610000,300000
R02-00052,87520000,300000
R02-00053,34110000,150000
R02-00054,1890000,0
R02-00055,81480000,300000
R02-00056,82130000,300000
R02-00057,144820000,600000
R02-00058,33270000,60000
R02-00059,7490000,20000
R02-00060,43450000,150000
R02-00061,118300000,300000
R02-00062,81970000,300000
R02-00063,56810000,150000
R02-00064,21310000,60000
R02-00065,104770000,300000
R02-00066,33430000,150000
R02-00067,51460000,150000
R02-00068,12420000,40000
R02-00069,24250000,60000
R02-00070,82720000,300000
R02-00071,32790000,60000
R02-00072,16730000,40000
R02-00073,72110000,300000
R02-00074,7350000,20000
R02-00075,31430000,60000
R02-00076,25980000,60000
R02-00077,83640000,300000
R02-00078,2110000,0
R02-00079,45090000,150000
R02-00080,62360000,150000
R02-00081,22450000,60000
R02-00082,41860000,150000
R02-00083,53890000,150000
R02-00084,6140000,20000
R02-00085,42860000,150000
R02-00086,88980000,300000
R02-00087,18870000,40000
R02-00088,6190000,20000
R02-00089,15420000,40000
R02-00090,223930000,1000000
R02-00091,31480000,60000
R02-00092,4850000,0
R02-00093,7680000,20000
R02-00094,21100000,60000
R02-00095,32560000,60000
R02-00096,260000,0
R02-00097,32080000,60000
R02-00098,42260000,150000
R02-00099,23170000,60000
R02-00100,530000,0
R02-00101,24800000,60000
R02-00102,22400000,60000
R02-00103,30880000,60000
R02-00104,129510000,300000
R02-00105,46450000,150000
R02-00106,22690000,60000
R02-00107,81530000,300000
R02-00108,40740000,150000
R02-00109,103060000,300000
R02-00110,11600000,40000
R02-00111,57830000,150000
R02-00112,81720000,300000
R02-00113,175680000,600000
R02-00114,43100000,150000
R02-00115,5250000,20000
R02-00116,42770000,150000
R02-00117,1320000,0
R02-00118,38590000,150000
R02-00119,2810000,0
R02-00120,27690000,60000
R02-00121,490000,0
R02-00122,95650000,300000
R02-00123,44870000,150000
R02-00124,63050000,150000
R02-00125,42380000,150000
R02-00126,11370000,40000
R02-00127,85180000,300000
R02-00128,178680000,600000
R02-00129,25360000,60000
R02-00130,35310000,150000
R02-00131,23870000,60000
R02-00132,93860000,300000
R02-00133,22830000,60000
R02-00134,31850000,60000
R02-00135,28210000,60000
R02-00136,17490000,40000
R02-00137,45410000,150000
R02-00138,122290000,300000
R02-00139,24570000,60000
R02-00140,44190000,150000
R02-00141,60050000,150000
R02-00142,13530000,40000
R02-00143,21650000,60000
R02-00144,43960000,150000
R02-00145,91620000,300000
R02-00146,2660000,0
R02-00147,31110000,60000
R02-00148,138780000,600000
R02-00149,3930000,0
R02-00150,14510000,40000
R02-00151,44390000,150000
R02-00152,40190000,150000
R02-00153,21700000,60000
R02-00154,91910000,300000
R02-00155,350000,0
R02-00156,64860000,150000
R02-00157,96590000,300000
R02-00158,10710000,40000
R02-00159,44280000,150000
R02-00160,68450000,300000
R02-00161,44310000,150000
R02-00162,22400000,60000
