고객ID,타사이전금액,혜택금액
R05-00000,23470000,60000
R05-00001,42400000,150000
R05-00002,15920000,40000
R05-00003,56460000,150000
R05-00004,2110000,0
R05-00005,14160000,40000
R05-00006,6860000,20000
R05-00007,15230000,40000
R05-00008,4420000,0
R05-00009,66020000,150000
R05-00010,91290000,300000
R05-00011,24110000,60000
R05-00012,96000000,300000
R05-00013,50670000,150000
R05-00014,4960000,0
R05-00015,132180000,300000
R05-00016,72720000,300000
R05-00017,41660000,150000
R05-00018,64090000,150000
R05-00019,17310000,40000
R05-00020,131600000,300000
R05-00021,24350000,60000
R05-00022,81280000,300000
R05-00023,83050000,300000
R05-00024,81950000,300000
R05-00025,72860000,300000
R05-00026,85630000,300000
R05-00027,1910000,0
R05-00028,82690000,300000
R05-00029,64160000,150000
R05-00030,2420000,0
R05-00031,85830000,300000
R05-00032,28200000,60000
R05-00033,11920000,40000
R05-00034,73150000,300000
R05-00035,12600000,40000
R05-00036,52300000,150000
R05-00037,44910000,150000
R05-00038,62630000,150000
R05-00039,44270000,150000
R05-00040,36810000,150000
R05-00041,67100000,300000
R05-00042,4290000,0
R05-00043,61260000,150000
R05-00044,53720000,150000
R05-00045,540000,0
R05-00046,4020000,0
R05-00047,3120000,0
R05-00048,25090000,60000
R05-00049,34820000,150000
R05-00050,22200000,60000
R05-00051,20510000,60000
R05-00052,64920000,150000
R05-00053,34280000,150000
R05-00054,65620000,150000
R05-00055,143700000,600000
R05-00056,54400000,150000
R05-00057,33540000,150000
R05-00058,51820000,150000
R05-00059,104220000,300000
R05-00060,102590000,300000
R05-00061,35280000,150000
R05-00062,12630000,40000
R05-00063,15380000,40000
R05-00064,65600000,150000
R05-00065,1260000,0
R05-00066,33790000,150000
R05-00067,112420000,300000
R05-00068,970000,0
R05-00069,52320000,150000
R05-00070,5530000,20000
R05-00071,18370000,40000
R05-00072,37630000,150000
R05-00073,23660000,60000
R05-00074,31140000,60000
R05-00075,3570000,0
R05-00076,42890000,150000
R05-00077,131860000,300000
R05-00078,66830000,300000
R05-00079,59300000,150000
R05-00080,42860000,150000
R05-00081,41870000,150000
R05-00082,2360000,0
R05-00083,2160000,0
R05-00084,26880000,60000
R05-00085,31290000,60000
R05-00086,62880000,150000
R05-00087,63850000,150000
R05-00088,54960000,150000
R05-00089,34760000,150000
R05-00090,5200000,20000
R05-00091,28740000,60000
R05-00092,24600000,60000
R05-00093,73610000,300000
R05-00094,33170000,60000
R05-00095,152270000,600000
R05-00096,36950000,150000
R05-00097,90590000,300000
R05-00098,23940000,60000
R05-00099,43620000,150000
R05-00100,93080000,300000
R05-00101,32650000,60000
R05-00102,23010000,60000
R05-00103,8690000,20000
R05-00104,13500000,40000
R05-00105,75280000,300000
R05-00106,5500000,20000
R05-00107,105470000,300000
R05-00108,34000000,150000
R05-00109,32130000,60000
R05-00110,5990000,20000
R05-00111,43010000,150000
R05-00112,94370000,300000
R05-00113,24230000,60000
R05-00114,4320000,0
R05-00115,13090000,40000
R05-00116,12890000,40000
R05-00117,76610000,300000
R05-00118,3900000,0
R05-00119,35310000,150000
R05-00120,57990000,150000
R05-00121,75290000,300000
R05-00122,11890000,40000
R05-00123,77380000,300000
R05-00124,65770000,150000
R05-00125,1550000,0
R05-00126,46180000,150000
R05-00127,42040000,150000
R05-00128,64910000,150000
R05-00129,71020000,300000
R05-00130,3460000,0
R05-00131,91050000,300000
R05-00132,26560000,60000
R05-00133,25850000,60000
R05-00134,40610000,150000
R05-00135,51080000,150000
R05-00136,33720000,150000
R05-00137,22660000,60000
R05-00138,2980000,0
R05-00139,8540000,20000
R05-00140,33870000,150000
R05-00141,28690000,60000
R05-00142,72830000,300000
R05-00143,43390000,150000
R05-00144,132190000,300000
R05-00145,94000000,300000
R05-00146,3960000,0
R05-00147,63690000,150000
R05-00148,2290000,0
R05-00149,82100000,300000
R05-00150,70580000,300000
R05-00151,81580000,300000
R05-00152,41990000,150000
R05-00153,32670000,60000
R05-00154,33590000,150000
