고객ID,타사이전금액,혜택금액
R29-00000,22260000,60000
R29-00001,103300000,300000
R29-00002,23670000,60000
R29-00003,43800000,150000
R29-00004,25100000,60000
R29-00005,31440000,60000
R29-00006,32250000,60000
R29-00007,4000000,0
R29-00008,83130000,300000
R29-00009,51810000,150000
R29-00010,51090000,150000
R29-00011,54860000,150000
R29-00012,120240000,300000
R29-00013,35920000,150000
R29-00014,38100000,150000
R29-00015,29370000,60000
R29-00016,56470000,150000
R29-00017,32400000,60000
R29-00018,151680000,600000
R29-00019,11620000,40000
R29-00020,33430000,150000
R29-00021,52790000,150000
R29-00022,2500000,0
R29-00023,45280000,150000
R29-00024,98280000,300000
R29-00025,72430000,300000
R29-00026,23060000,60000
R29-00027,82720000,300000
R29-00028,13920000,40000
R29-00029,55260000,150000
R29-00030,38170000,150000
R29-00031,6070000,20000
R29-00032,35700000,150000
R29-00033,31400000,60000
R29-00034,51520000,150000
R29-00035,82570000,300000
R29-00036,21700000,60000
R29-00037,5470000,20000
R29-00038,146520000,600000
R29-00039,74230000,300000
R29-00040,23380000,60000
R29-00041,95170000,300000
R29-00042,19070000,40000
R29-00043,7000000,20000
R29-00044,18300000,40000
R29-00045,15860000,40000
R29-00046,12930000,40000
R29-00047,52650000,150000
R29-00048,34280000,150000
R29-00049,171410000,600000
R29-00050,64780000,150000
R29-00051,43830000,150000
R29-00052,1900000,0
R29-00053,15690000,40000
R29-00054,34470000,150000
R29-00055,114170000,300000
R29-00056,75100000,300000
R29-00057,31800000,60000
R29-00058,112050000,300000
R29-00059,72190000,300000
R29-00060,145470000,600000
R29-00061,84180000,300000
R29-00062,2260000,0
R29-00063,44040000,150000
R29-00064,33990000,150000
R29-00065,27860000,60000
R29-00066,126960000,300000
R29-00067,154910000,600000
R29-00068,23250000,60000
R29-00069,13510000,40000
R29-00070,47790000,150000
R29-00071,11480000,40000
R29-00072,52120000,150000
R29-00073,8050000,20000
R29-00074,83690000,300000
R29-00075,4180000,0
R29-00076,23520000,60000
R29-00077,93080000,300000
R29-00078,56610000,150000
R29-00079,3840000,0
R29-00080,42370000,150000
R29-00081,15830000,40000
R29-00082,4630000,0
R29-00083,1310000,0
R29-00084,55280000,150000
R29-00085,21890000,60000
R29-00086,132380000,300000
R29-00087,25580000,60000
R29-00088,34720000,150000
R29-00089,47720000,150000
R29-00090,55570000,150000
R29-00091,14670000,40000
R29-00092,15240000,40000
R29-00093,4390000,0
R29-00094,40870000,150000
R29-00095,5100000,20000
R29-00096,21770000,60000
R29-00097,74480000,300000
R29-00098,13400000,40000
R29-00099,69440000,300000
R29-00100,33940000,150000
R29-00101,25200000,60000
R29-00102,56730000,150000
R29-00103,113480000,300000
R29-00104,1640000,0
R29-00105,66280000,150000
R29-00106,46980000,150000
R29-00107,42940000,150000
R29-00108,2110000,0
R29-00109,32130000,60000
R29-00110,63190000,150000
R29-00111,113020000,300000
R29-00112,24420000,60000
R29-00113,107910000,300000
R29-00114,92320000,300000
R29-00115,46140000,150000
R29-00116,1050000,0
R29-00117,82220000,300000
R29-00118,12200000,40000
R29-00119,63670000,150000
R29-00120,83750000,300000
R29-00121,74800000,300000
R29-00122,32520000,60000
R29-00123,101790000,300000
R29-00124,48220000,150000
R29-00125,14630000,40000
R29-00126,23830000,60000
R29-00127,3640000,0
R29-00128,6640000,20000
R29-00129,48140000,150000
R29-00130,33410000,150000
R29-00131,60610000,150000
R29-00132,35780000,150000
R29-00133,22250000,60000
R29-00134,4230000,0
R29-00135,6290000,20000
R29-00136,37380000,150000
R29-00137,12080000,40000
R29-00138,3450000,0
R29-00139,41610000,150000
R29-00140,12690000,40000
R29-00141,51870000,150000
R29-00142,7530000,20000
R29-00143,36170000,150000
R29-00144,14760000,40000
R29-00145,66490000,150000
R29-00146,124510000,300000
R29-00147,12090000,40000
R29-00148,30140000,60000
R29-00149,12710000,40000
R29-00150,44570000,150000
R29-00151,41200000,150000
R29-00152,52780000,150000
