고객ID,타사이전금액,혜택금액
R13-00000,82820000,300000
R13-00001,1710000,0
R13-00002,12350000,40000
R13-00003,62970000,150000
R13-00004,41360000,150000
R13-00005,51400000,150000
R13-00006,7030000,20000
R13-00007,53870000,150000
R13-00008,30540000,60000
R13-00009,37670000,150000
R13-00010,92320000,300000
R13-00011,42820000,150000
R13-00012,34390000,150000
R13-00013,33280000,60000
R13-00014,51540000,150000
R13-00015,11030000,40000
R13-00016,16580000,40000
R13-00017,12450000,40000
R13-00018,114980000,300000
R13-00019,33550000,150000
R13-00020,62330000,150000
R13-00021,74650000,300000
R13-00022,21730000,60000
R13-00023,5020000,20000
R13-00024,74570000,300000
R13-00025,35040000,150000
R13-00026,5420000,20000
R13-00027,23940000,60000
R13-00028,5420000,20000
R13-00029,2670000,0
R13-00030,6190000,20000
R13-00031,83120000,300000
R13-00032,1500000,0
R13-00033,15810000,40000
R13-00034,103130000,300000
R13-00035,34100000,150000
R13-00036,43980000,150000
R13-00037,114240000,300000
R13-00038,90860000,300000
R13-00039,121360000,300000
R13-00040,21590000,60000
R13-00041,37030000,150000
R13-00042,68010000,300000
R13-00043,6180000,20000
R13-00044,22210000,60000
R13-00045,41260000,150000
R13-00046,23840000,60000
R13-00047,14530000,40000
R13-00048,52000000,150000
R13-00049,66030000,150000
R13-00050,27140000,60000
R13-00051,112360000,300000
R13-00052,67180000,300000
R13-00053,6550000,20000
R13-00054,74240000,300000
R13-00055,3840000,0
R13-00056,670000,0
R13-00057,1770000,0
R13-00058,73490000,300000
R13-00059,23490000,60000
R13-00060,83250000,300000
R13-00061,84800000,300000
R13-00062,32010000,60000
R13-00063,26680000,60000
R13-00064,26620000,60000
R13-00065,64260000,150000
R13-00066,83630000,300000
R13-00067,35010000,150000
R13-00068,1390000,0
R13-00069,520000,0
R13-00070,54460000,150000
R13-00071,11880000,40000
R13-00072,52800000,150000
R13-00073,11310000,40000
R13-00074,104440000,300000
R13-00075,34940000,150000
R13-00076,22300000,60000
R13-00077,40510000,150000
R13-00078,4180000,0
R13-00079,64720000,150000
R13-00080,22960000,60000
R13-00081,26410000,60000
R13-00082,23060000,60000
R13-00083,52480000,150000
R13-00084,82800000,300000
R13-00085,13050000,40000
R13-00086,4820000,0
R13-00087,35030000,150000
R13-00088,32780000,60000
R13-00089,46190000,150000
R13-00090,5520000,20000
R13-00091,20770000,60000
R13-00092,56470000,150000
R13-00093,82230000,300000
R13-00094,12830000,40000
R13-00095,61740000,150000
R13-00096,8660000,20000
R13-00097,74270000,300000
R13-00098,74650000,300000
R13-00099,23220000,60000
R13-00100,3210000,0
R13-00101,26610000,60000
R13-00102,84250000,300000
R13-00103,71260000,300000
R13-00104,6680000,20000
R13-00105,34140000,150000
R13-00106,53330000,150000
R13-00107,44390000,150000
R13-00108,13280000,40000
R13-00109,14470000,40000
R13-00110,19500000,40000
R13-00111,13430000,40000
R13-00112,62190000,150000
R13-00113,6540000,20000
R13-00114,3490000,0
R13-00115,22640000,60000
R13-00116,133470000,600000
R13-00117,44600000,150000
R13-00118,34040000,150000
R13-00119,21960000,60000
R13-00120,55410000,150000
R13-00121,32380000,60000
R13-00122,21990000,60000
