고객ID,타사이전금액,혜택금액
R25-00000,68050000,300000
R25-00001,15910000,40000
R25-00002,5090000,20000
R25-00003,61500000,150000
R25-00004,55850000,150000
R25-00005,135450000,600000
R25-00006,56550000,150000
R25-00007,47900000,150000
R25-00008,11430000,40000
R25-00009,54730000,150000
R25-00010,45500000,150000
R25-00011,2750000,0
R25-00012,60570000,150000
R25-00013,35110000,150000
R25-00014,6420000,20000
R25-00015,42650000,150000
R25-00016,39220000,150000
R25-00017,5240000,20000
R25-00018,66040000,150000
R25-00019,112050000,300000
R25-00020,92040000,300000
R25-00021,16440000,40000
R25-00022,57510000,150000
R25-00023,31470000,60000
R25-00024,1790000,0
R25-00025,3630000,0
R25-00026,62620000,150000
R25-00027,52360000,150000
R25-00028,62680000,150000
R25-00029,66640000,150000
R25-00030,80660000,300000
R25-00031,5200000,20000
R25-00032,67660000,300000
R25-00033,45280000,150000
R25-00034,142730000,600000
R25-00035,64570000,150000
R25-00036,21320000,60000
R25-00037,34050000,150000
R25-00038,56370000,150000
R25-00039,82620000,300000
R25-00040,33270000,60000
R25-00041,14170000,40000
R25-00042,37490000,150000
R25-00043,91220000,300000
R25-00044,3250000,0
R25-00045,93540000,300000
R25-00046,36130000,150000
R25-00047,63100000,150000
R25-00048,38690000,150000
R25-00049,26130000,60000
R25-00050,54690000,150000
R25-00051,44650000,150000
R25-00052,61460000,150000
R25-00053,32810000,60000
R25-00054,3380000,0
R25-00055,53210000,150000
R25-00056,61610000,150000
R25-00057,134720000,600000
R25-00058,31720000,60000
R25-00059,145970000,600000
R25-00060,12010000,40000
R25-00061,91250000,300000
R25-00062,31660000,60000
R25-00063,44800000,150000
R25-00064,103460000,300000
R25-00065,20990000,60000
R25-00066,1980000,0
R25-00067,41300000,150000
R25-00068,41720000,150000
R25-00069,1230000,0
R25-00070,12740000,40000
R25-00071,90690000,300000
R25-00072,27490000,60000
R25-00073,23440000,60000
R25-00074,55970000,150000
R25-00075,7050000,20000
R25-00076,42740000,150000
R25-00077,23360000,60000
R25-00078,2080000,0
R25-00079,2270000,0
