고객ID,타사이전금액,혜택금액
R23-00000,82250000,300000
R23-00001,86630000,300000
R23-00002,42450000,150000
R23-00003,28690000,60000
R23-00004,88180000,300000
R23-00005,12410000,40000
R23-00006,13590000,40000
R23-00007,85880000,300000
R23-00008,25420000,60000
R23-00009,770000,0
R23-00010,33750000,150000
R23-00011,55020000,150000
R23-00012,15260000,40000
R23-00013,13280000,40000
R23-00014,23730000,60000
R23-00015,52150000,150000
R23-00016,42930000,150000
R23-00017,4540000,0
R23-00018,83050000,300000
R23-00019,14250000,40000
R23-00020,57920000,150000
R23-00021,46350000,150000
R23-00022,5660000,20000
R23-00023,35630000,150000
R23-00024,12510000,40000
R23-00025,2060000,0
R23-00026,4400000,0
R23-00027,16160000,40000
R23-00028,26880000,60000
R23-00029,3200000,0
R23-00030,103660000,300000
R23-00031,20760000,60000
R23-00032,40990000,150000
R23-00033,12880000,40000
R23-00034,45270000,150000
R23-00035,54770000,150000
R23-00036,86890000,300000
R23-00037,21980000,60000
R23-00038,93440000,300000
R23-00039,47720000,150000
R23-00040,94640000,300000
R23-00041,23170000,60000
R23-00042,16570000,40000
R23-00043,82650000,300000
R23-00044,20480000,60000
R23-00045,34570000,150000
R23-00046,146220000,600000
R23-00047,1620000,0
R23-00048,73920000,300000
R23-00049,43200000,150000
R23-00050,7950000,20000
R23-00051,45410000,150000
R23-00052,56280000,150000
R23-00053,41390000,150000
R23-00054,4820000,0
R23-00055,94680000,300000
R23-00056,10900000,40000
R23-00057,72260000,300000
R23-00058,24730000,60000
R23-00059,65150000,150000
R23-00060,15630000,40000
R23-00061,34510000,150000
R23-00062,12730000,40000
R23-00063,52270000,150000
R23-00064,75580000,300000
R23-00065,53240000,150000
R23-00066,17570000,40000
R23-00067,32950000,60000
R23-00068,51940000,150000
R23-00069,71540000,300000
R23-00070,96210000,300000
R23-00071,42690000,150000
R23-00072,95590000,300000
R23-00073,37290000,150000
R23-00074,122000000,300000
R23-00075,46060000,150000
R23-00076,63490000,150000
R23-00077,14360000,40000
R23-00078,42250000,150000
R23-00079,86140000,300000
R23-00080,44940000,150000
R23-00081,16120000,40000
R23-00082,21960000,60000
R23-00083,3030000,0
R23-00084,16070000,40000
R23-00085,51950000,150000
R23-00086,43390000,150000
R23-00087,46990000,150000
R23-00088,48610000,150000
R23-00089,107510000,300000
R23-00090,4640000,0
R23-00091,3850000,0
R23-00092,7430000,20000
R23-00093,12510000,40000
R23-00094,104320000,300000
R23-00095,33330000,60000
R23-00096,2200000,0
R23-00097,41850000,150000
R23-00098,85550000,300000
R23-00099,43530000,150000
R23-00100,3180000,0
R23-00101,2020000,0
R23-00102,62920000,150000
R23-00103,73180000,300000
R23-00104,52700000,150000
R23-00105,43900000,150000
R23-00106,7070000,20000
R23-00107,136400000,600000
R23-00108,24160000,60000
R23-00109,30900000,60000
R23-00110,24190000,60000
R23-00111,52100000,150000
R23-00112,82730000,300000
R23-00113,31210000,60000
R23-00114,13540000,40000
R23-00115,41760000,150000
R23-00116,17920000,40000
R23-00117,3030000,0
R23-00118,46260000,150000
R23-00119,18120000,40000
R23-00120,56800000,150000
R23-00121,94410000,300000
R23-00122,23210000,60000
R23-00123,25690000,60000
R23-00124,52400000,150000
R23-00125,21630000,60000
R23-00126,41620000,150000
R23-00127,72600000,300000
R23-00128,33150000,60000
R23-00129,55210000,150000
R23-00130,40950000,150000
R23-00131,22690000,60000
R23-00132,12300000,40000
R23-00133,83210000,300000
R23-00134,43080000,150000
R23-00135,52110000,150000
R23-00136,3920000,0
R23-00137,23580000,60000
R23-00138,1890000,0
R23-00139,37210000,150000
R23-00140,12710000,40000
R23-00141,22700000,60000
R23-00142,22370000,60000
R23-00143,73690000,300000
R23-00144,4470000,0
R23-00145,30290000,60000
R23-00146,55930000,150000
R23-00147,94100000,300000
R23-00148,23240000,60000
R23-00149,22580000,60000
R23-00150,24170000,60000
R23-00151,2920000,0
R23-00152,83610000,300000
R23-00153,42310000,150000
R23-00154,114750000,300000
R23-00155,93260000,300000
R23-00156,13280000,40000
R23-00157,76700000,300000
R23-00158,14730000,40000
R23-00159,56370000,150000
R23-00160,24410000,60000
R23-00161,58530000,150000
R23-00162,2130000,0
R23-00163,73170000,300000
R23-00164,63400000,150000
R23-00165,56870000,150000
R23-00166,38560000,150000
R23-00167,132710000,300000
R23-00168,31950000,60000
R23-00169,35900000,150000
R23-00170,55230000,150000
R23-00171,1240000,0
R23-00172,43080000,150000
R23-00173,12840000,40000
R23-00174,23450000,60000
R23-00175,3790000,0
R23-00176,25160000,60000
R23-00177,86950000,300000
R23-00178,41420000,150000
R23-00179,96430000,300000
R23-00180,2060000,0
R23-00181,14690000,40000
R23-00182,33720000,150000
R23-00183,37630000,150000
R23-00184,18020000,40000
R23-00185,86970000,300000
R23-00186,132550000,300000
R23-00187,91320000,300000
R23-00188,20910000,60000
R23-00189,8510000,20000
R23-00190,16550000,40000
R23-00191,147980000,600000
R23-00192,91850000,300000
R23-00193,50980000,150000
R23-00194,1340000,0
R23-00195,26770000,60000
R23-00196,11680000,40000
R23-00197,48200000,150000
R23-00198,14130000,40000
R23-00199,96440000,300000
R23-00200,43250000,150000
R23-00201,4020000,0
R23-00202,77840000,300000
R23-00203,36950000,150000
R23-00204,71780000,300000
R23-00205,62000000,150000
R23-00206,85880000,300000
R23-00207,42740000,150000
R23-00208,54510000,150000
R23-00209,67890000,300000
R23-00210,84730000,300000
R23-00211,41560000,150000
R23-00212,34160000,150000
R23-00213,15020000,40000
R23-00214,12210000,40000
R23-00215,23940000,60000
R23-00216,4030000,0
R23-00217,6350000,20000
R23-00218,42790000,150000
R23-00219,52100000,150000
R23-00220,56400000,150000
R23-00221,34810000,150000
R23-00222,42210000,150000
R23-00223,85360000,300000
R23-00224,51890000,150000
R23-00225,36410000,150000
R23-00226,104410000,300000
R23-00227,1680000,0
R23-00228,2540000,0
R23-00229,7220000,20000
R23-00230,50550000,150000
R23-00231,94730000,300000
R23-00232,2740000,0
R23-00233,16210000,40000
R23-00234,53350000,150000
R23-00235,24020000,60000
R23-00236,13680000,40000
R23-00237,61810000,150000
R23-00238,48140000,150000
R23-00239,940000,0
R23-00240,14980000,40000
R23-00241,83460000,300000
R23-00242,2100000,0
R23-00243,102630000,300000
R23-00244,81850000,300000
R23-00245,22210000,60000
R23-00246,54400000,150000
R23-00247,2230000,0
R23-00248,32640000,60000
R23-00249,97170000,300000
R23-00250,3730000,0
R23-00251,5970000,20000
R23-00252,22370000,60000
R23-00253,50950000,150000
R23-00254,41190000,150000
R23-00255,85200000,300000
R23-00256,44500000,150000
R23-00257,84700000,300000
R23-00258,13190000,40000
R23-00259,830000,0
R23-00260,1730000,0
R23-00261,93390000,300000
R23-00262,4320000,0
R23-00263,3700000,0
R23-00264,45960000,150000
R23-00265,51850000,150000
R23-00266,31490000,60000
R23-00267,32550000,60000
R23-00268,9170000,20000
R23-00269,12640000,40000
R23-00270,40960000,150000
R23-00271,63530000,150000
R23-00272,61550000,150000
R23-00273,42000000,150000
R23-00274,67120000,300000
R23-00275,61740000,150000
R23-00276,63290000,150000
R23-00277,92660000,300000
R23-00278,76130000,300000
R23-00279,32320000,60000
R23-00280,87000000,300000
R23-00281,68710000,300000
R23-00282,65860000,150000
R23-00283,2010000,0
R23-00284,84680000,300000
R23-00285,4390000,0
R23-00286,42630000,150000
R23-00287,103320000,300000
R23-00288,1690000,0
R23-00289,25800000,60000
R23-00290,13060000,40000
R23-00291,62170000,150000
R23-00292,63260000,150000
R23-00293,28190000,60000
R23-00294,17590000,40000
R23-00295,64150000,150000
R23-00296,32950000,60000
R23-00297,17680000,40000
R23-00298,16920000,40000
R23-00299,53990000,150000
R23-00300,93450000,300000
R23-00301,41740000,150000
R23-00302,61400000,150000
R23-00303,60520000,150000
R23-00304,21380000,60000
R23-00305,14180000,40000
R23-00306,46220000,150000
R23-00307,52690000,150000
R23-00308,75990000,300000
R23-00309,31880000,60000
R23-00310,73640000,300000
R23-00311,35520000,150000
R23-00312,128550000,300000
R23-00313,34080000,150000
R23-00314,15750000,40000
R23-00315,54130000,150000
R23-00316,68040000,300000
R23-00317,73520000,300000
R23-00318,74140000,300000
R23-00319,47990000,150000
R23-00320,52330000,150000
R23-00321,134460000,600000
R23-00322,153010000,600000
R23-00323,24450000,60000
R23-00324,54210000,150000
R23-00325,44630000,150000
R23-00326,97900000,300000
R23-00327,21090000,60000
R23-00328,33710000,150000
R23-00329,36600000,150000
R23-00330,31290000,60000
R23-00331,11100000,40000
R23-00332,93450000,300000
R23-00333,21790000,60000
R23-00334,62050000,150000
R23-00335,42800000,150000
R23-00336,34640000,150000
R23-00337,3160000,0
R23-00338,23200000,60000
R23-00339,65360000,150000
R23-00340,61870000,150000
R23-00341,64310000,150000
R23-00342,15760000,40000
R23-00343,36230000,150000
R23-00344,56280000,150000
R23-00345,2260000,0
R23-00346,81690000,300000
R23-00347,5150000,20000
R23-00348,36830000,150000
R23-00349,27320000,60000
R23-00350,17640000,40000
R23-00351,34330000,150000
R23-00352,12710000,40000
R23-00353,74160000,300000
R23-00354,102290000,300000
R23-00355,41820000,150000
R23-00356,32050000,60000
R23-00357,42540000,150000
R23-00358,27020000,60000
R23-00359,12250000,40000
R23-00360,93660000,300000
R23-00361,14260000,40000
R23-00362,112730000,300000
R23-00363,9890000,20000
R23-00364,123700000,300000
R23-00365,42020000,150000
R23-00366,23260000,60000
R23-00367,29810000,60000
R23-00368,33870000,150000
R23-00369,2410000,0
R23-00370,45940000,150000
R23-00371,71910000,300000
R23-00372,114820000,300000
R23-00373,24870000,60000
R23-00374,1880000,0
R23-00375,650000,0
R23-00376,67630000,300000
R23-00377,1680000,0
R23-00378,11520000,40000
R23-00379,66630000,150000
R23-00380,77780000,300000
R23-00381,45620000,150000
R23-00382,15970000,40000
R23-00383,88060000,300000
R23-00384,32870000,60000
R23-00385,92170000,300000
R23-00386,45310000,150000
R23-00387,24060000,60000
R23-00388,6990000,20000
R23-00389,11280000,40000
R23-00390,63500000,150000
R23-00391,4690000,0
R23-00392,2380000,0
R23-00393,70900000,300000
R23-00394,51300000,150000
R23-00395,67300000,300000
R23-00396,9250000,20000
R23-00397,69040000,300000
R23-00398,71320000,300000
R23-00399,117360000,300000
R23-00400,14570000,40000
R23-00401,73200000,300000
R23-00402,63670000,150000
R23-00403,22500000,60000
R23-00404,136380000,600000
R23-00405,71220000,300000
R23-00406,55140000,150000
R23-00407,23370000,60000
R23-00408,32190000,60000
R23-00409,52250000,150000
R23-00410,37990000,150000
R23-00411,52430000,150000
R23-00412,83050000,300000
R23-00413,22280000,60000
R23-00414,12070000,40000
R23-00415,25850000,60000
R23-00416,7040000,20000
R23-00417,13010000,40000
R23-00418,101640000,300000
R23-00419,3070000,0
R23-00420,42040000,150000
R23-00421,4630000,0
R23-00422,12580000,40000
R23-00423,85630000,300000
R23-00424,30930000,60000
R23-00425,22540000,60000
R23-00426,23030000,60000
R23-00427,26390000,60000
R23-00428,93840000,300000
R23-00429,42790000,150000
R23-00430,74110000,300000
R23-00431,15170000,40000
R23-00432,94130000,300000
R23-00433,117750000,300000
R23-00434,41570000,150000
R23-00435,55940000,150000
R23-00436,93540000,300000
R23-00437,21400000,60000
R23-00438,6090000,20000
R23-00439,93230000,300000
R23-00440,32460000,60000
R23-00441,42500000,150000
R23-00442,30800000,60000
R23-00443,4080000,0
R23-00444,67520000,300000
R23-00445,35390000,150000
R23-00446,15080000,40000
R23-00447,28320000,60000
R23-00448,42210000,150000
R23-00449,41580000,150000
R23-00450,65000000,150000
R23-00451,31700000,60000
R23-00452,83530000,300000
R23-00453,41800000,150000
R23-00454,6780000,20000
R23-00455,690000,0
R23-00456,82550000,300000
R23-00457,32870000,60000
R23-00458,53420000,150000
R23-00459,25040000,60000
R23-00460,3840000,0
R23-00461,70860000,300000
R23-00462,5060000,20000
R23-00463,3110000,0
R23-00464,840000,0
R23-00465,1240000,0
R23-00466,43800000,150000
R23-00467,15920000,40000
R23-00468,12650000,40000
R23-00469,96160000,300000
R23-00470,4060000,0
R23-00471,31140000,60000
R23-00472,1790000,0
R23-00473,103090000,300000
R23-00474,47280000,150000
R23-00475,46010000,150000
R23-00476,66210000,150000
R23-00477,33660000,150000
R23-00478,62760000,150000
R23-00479,107280000,300000
R23-00480,114050000,300000
R23-00481,49240000,150000
R23-00482,101380000,300000
R23-00483,12370000,40000
R23-00484,34730000,150000
R23-00485,76180000,300000
R23-00486,114870000,300000
R23-00487,40950000,150000
R23-00488,32370000,60000
R23-00489,6330000,20000
R23-00490,94220000,300000
R23-00491,27840000,60000
R23-00492,44650000,150000
R23-00493,123210000,300000
R23-00494,3670000,0
R23-00495,32150000,60000
R23-00496,35230000,150000
R23-00497,53850000,150000
R23-00498,29240000,60000
R23-00499,53820000,150000
R23-00500,65110000,150000
R23-00501,12920000,40000
R23-00502,890000,0
R23-00503,51830000,150000
R23-00504,23600000,60000
R23-00505,14320000,40000
R23-00506,34420000,150000
