고객ID,타사이전금액,혜택금액
R00-00000,95000000,300000
R00-00001,2760000,0
R00-00002,51180000,150000
R00-00003,92790000,300000
R00-00004,37760000,150000
R00-00005,157980000,600000
R00-00006,104950000,300000
R00-00007,43750000,150000
R00-00008,72160000,300000
R00-00009,38240000,150000
R00-00010,83090000,300000
R00-00011,66700000,300000
R00-00012,32530000,60000
R00-00013,26800000,60000
R00-00014,32140000,60000
R00-00015,95440000,300000
R00-00016,23300000,60000
R00-00017,52910000,150000
R00-00018,54920000,150000
R00-00019,930000,0
R00-00020,28470000,60000
R00-00021,64150000,150000
R00-00022,81140000,300000
R00-00023,5950000,20000
R00-00024,13090000,40000
R00-00025,52170000,150000
R00-00026,32570000,60000
R00-00027,29020000,60000
R00-00028,1830000,0
R00-00029,41880000,150000
R00-00030,3650000,0
R00-00031,61880000,150000
R00-00032,42300000,150000
R00-00033,24440000,60000
R00-00034,22760000,60000
R00-00035,63540000,150000
R00-00036,5570000,20000
R00-00037,34250000,150000
R00-00038,17530000,40000
R00-00039,11850000,40000
R00-00040,56040000,150000
R00-00041,4130000,0
R00-00042,93060000,300000
R00-00043,890000,0
R00-00044,53240000,150000
R00-00045,20650000,60000
R00-00046,21620000,60000
R00-00047,62330000,150000
R00-00048,27840000,60000
R00-00049,16500000,40000
R00-00050,24000000,60000
R00-00051,22770000,60000
R00-00052,95740000,300000
R00-00053,51270000,150000
R00-00054,52610000,150000
R00-00055,6220000,20000
R00-00056,76880000,300000
R00-00057,118980000,300000
R00-00058,72260000,300000
R00-00059,2620000,0
R00-00060,64520000,150000
R00-00061,71960000,300000
R00-00062,76880000,300000
R00-00063,60460000,150000
R00-00064,10940000,40000
R00-00065,7190000,20000
R00-00066,43420000,150000
R00-00067,4570000,0
R00-00068,4000000,0
R00-00069,41740000,150000
R00-00070,3870000,0
R00-00071,13570000,40000
R00-00072,54560000,150000
R00-00073,82870000,300000
R00-00074,82770000,300000
R00-00075,43910000,150000
R00-00076,25930000,60000
R00-00077,10700000,40000
R00-00078,63150000,150000
R00-00079,58190000,150000
R00-00080,14760000,40000
R00-00081,53410000,150000
R00-00082,114500000,300000
R00-00083,70860000,300000
R00-00084,14000000,40000
R00-00085,63030000,150000
R00-00086,51960000,150000
R00-00087,14200000,40000
R00-00088,74530000,300000
R00-00089,1790000,0
R00-00090,64430000,150000
R00-00091,91650000,300000
R00-00092,56900000,150000
R00-00093,86140000,300000
R00-00094,138090000,600000
R00-00095,106210000,300000
R00-00096,26030000,60000
R00-00097,35340000,150000
R00-00098,25940000,60000
R00-00099,52440000,150000
R00-00100,40680000,150000
R00-00101,87280000,300000
R00-00102,24020000,60000
R00-00103,40460000,150000
R00-00104,95060000,300000
R00-00105,3900000,0
R00-00106,1420000,0
R00-00107,16750000,40000
R00-00108,60440000,150000
R00-00109,48910000,150000
R00-00110,78070000,300000
R00-00111,13120000,40000
R00-00112,51460000,150000
R00-00113,54430000,150000
R00-00114,1810000,0
R00-00115,1700000,0
R00-00116,61280000,150000
R00-00117,52530000,150000
R00-00118,25310000,60000
R00-00119,4360000,0
R00-00120,13740000,40000
R00-00121,84700000,300000
R00-00122,31860000,60000
R00-00123,22160000,60000
R00-00124,24330000,60000
R00-00125,73180000,300000
R00-00126,44650000,150000
R00-00127,74270000,300000
R00-00128,55780000,150000
R00-00129,112650000,300000
R00-00130,1050000,0
R00-00131,8430000,20000
R00-00132,64300000,150000
R00-00133,62050000,150000
R00-00134,9720000,20000
R00-00135,32080000,60000
R00-00136,22880000,60000
R00-00137,114320000,300000
R00-00138,5200000,20000
R00-00139,23080000,60000
R00-00140,43290000,150000
R00-00141,91440000,300000
R00-00142,22910000,60000
R00-00143,22270000,60000
R00-00144,65690000,150000
R00-00145,11280000,40000
R00-00146,31360000,60000
R00-00147,75880000,300000
R00-00148,107670000,300000
R00-00149,32330000,60000
R00-00150,20770000,60000
R00-00151,72870000,300000
R00-00152,8230000,20000
R00-00153,31320000,60000
R00-00154,42290000,150000
R00-00155,9070000,20000
R00-00156,74960000,300000
R00-00157,96510000,300000
R00-00158,113730000,300000
R00-00159,66840000,300000
R00-00160,16210000,40000
R00-00161,93580000,300000
R00-00162,45530000,150000
R00-00163,81550000,300000
R00-00164,73910000,300000
R00-00165,55090000,150000
R00-00166,42400000,150000
R00-00167,71040000,300000
R00-00168,104470000,300000
R00-00169,33480000,150000
