고객ID,타사이전금액,혜택금액
R27-00000,10690000,40000
R27-00001,25700000,60000
R27-00002,74800000,300000
R27-00003,52070000,150000
R27-00004,34620000,150000
R27-00005,62760000,150000
R27-00006,3430000,0
R27-00007,29270000,60000
R27-00008,53290000,150000
R27-00009,92110000,300000
R27-00010,34130000,150000
R27-00011,73090000,300000
R27-00012,36550000,150000
R27-00013,13030000,40000
R27-00014,20370000,60000
R27-00015,32150000,60000
R27-00016,104370000,300000
R27-00017,87720000,300000
R27-00018,83730000,300000
R27-00019,74440000,300000
R27-00020,127810000,300000
R27-00021,3080000,0
R27-00022,82520000,300000
R27-00023,54290000,150000
R27-00024,22810000,60000
R27-00025,34960000,150000
R27-00026,13690000,40000
R27-00027,4550000,0
R27-00028,56320000,150000
R27-00029,22930000,60000
R27-00030,101570000,300000
R27-00031,43220000,150000
R27-00032,13910000,40000
R27-00033,17770000,40000
R27-00034,11380000,40000
R27-00035,101190000,300000
R27-00036,35880000,150000
R27-00037,52980000,150000
R27-00038,44540000,150000
R27-00039,25330000,60000
R27-00040,73970000,300000
R27-00041,68260000,300000
R27-00042,52230000,150000
R27-00043,41650000,150000
R27-00044,65370000,150000
R27-00045,54410000,150000
R27-00046,1740000,0
R27-00047,23910000,60000
R27-00048,2870000,0
R27-00049,10690000,40000
R27-00050,28590000,60000
R27-00051,4640000,0
R27-00052,42080000,150000
R27-00053,1840000,0
R27-00054,3150000,0
R27-00055,22900000,60000
R27-00056,20970000,60000
R27-00057,21730000,60000
R27-00058,25430000,60000
R27-00059,21510000,60000
R27-00060,28140000,60000
R27-00061,41690000,150000
R27-00062,45540000,150000
R27-00063,66450000,150000
R27-00064,13110000,40000
R27-00065,113270000,300000
R27-00066,32180000,60000
R27-00067,81120000,300000
R27-00068,18850000,40000
R27-00069,2220000,0
R27-00070,42460000,150000
R27-00071,120660000,300000
R27-00072,87260000,300000
R27-00073,12440000,40000
R27-00074,92730000,300000
R27-00075,2570000,0
R27-00076,21100000,60000
R27-00077,59180000,150000
R27-00078,87570000,300000
R27-00079,73870000,300000
R27-00080,12660000,40000
R27-00081,51020000,150000
R27-00082,23890000,60000
R27-00083,115150000,300000
R27-00084,11830000,40000
R27-00085,74680000,300000
R27-00086,65780000,150000
R27-00087,8290000,20000
R27-00088,1590000,0
R27-00089,22500000,60000
R27-00090,54810000,150000
R27-00091,32790000,60000
R27-00092,57190000,150000
R27-00093,13210000,40000
R27-00094,61260000,150000
R27-00095,27410000,60000
R27-00096,66040000,150000
R27-00097,62350000,150000
R27-00098,3200000,0
R27-00099,62870000,150000
R27-00100,75780000,300000
R27-00101,35640000,150000
R27-00102,5040000,20000
R27-00103,95890000,300000
R27-00104,1750000,0
R27-00105,52050000,150000
R27-00106,76940000,300000
R27-00107,12700000,40000
R27-00108,63430000,150000
R27-00109,43270000,150000
R27-00110,4670000,0
R27-00111,42520000,150000
R27-00112,103070000,300000
R27-00113,43940000,150000
R27-00114,43350000,150000
R27-00115,21790000,60000
R27-00116,93960000,300000
R27-00117,3510000,0
R27-00118,11250000,40000
R27-00119,34810000,150000
R27-00120,34590000,150000
R27-00121,72880000,300000
R27-00122,62480000,150000
R27-00123,34130000,150000
R27-00124,32690000,60000
R27-00125,11150000,40000
R27-00126,73120000,300000
R27-00127,52980000,150000
R27-00128,15580000,40000
R27-00129,36700000,150000
R27-00130,65370000,150000
R27-00131,21870000,60000
R27-00132,8640000,20000
R27-00133,114520000,300000
R27-00134,131490000,300000
R27-00135,44400000,150000
R27-00136,71960000,300000
R27-00137,104960000,300000
R27-00138,44880000,150000
R27-00139,68540000,300000
R27-00140,42170000,150000
R27-00141,60550000,150000
R27-00142,1700000,0
R27-00143,63500000,150000
R27-00144,33690000,150000
R27-00145,2720000,0
R27-00146,101630000,300000
R27-00147,3100000,0
R27-00148,48620000,150000
R27-00149,38570000,150000
R27-00150,13410000,40000
R27-00151,35540000,150000
R27-00152,1020000,0
R27-00153,112170000,300000
R27-00154,11610000,40000
R27-00155,42950000,150000
R27-00156,1560000,0
R27-00157,13980000,40000
R27-00158,18770000,40000
R27-00159,1780000,0
R27-00160,70390000,300000
R27-00161,52510000,150000
R27-00162,83740000,300000
R27-00163,159070000,600000
R27-00164,5370000,20000
R27-00165,13270000,40000
R27-00166,84770000,300000
R27-00167,52810000,150000
R27-00168,11830000,40000
R27-00169,36910000,150000
R27-00170,34320000,150000
R27-00171,15890000,40000
R27-00172,67250000,300000
R27-00173,28250000,60000
R27-00174,26120000,60000
R27-00175,26460000,60000
R27-00176,78150000,300000
R27-00177,83100000,300000
R27-00178,2290000,0
R27-00179,16440000,40000
R27-00180,52790000,150000
R27-00181,53510000,150000
R27-00182,22840000,60000
R27-00183,88460000,300000
R27-00184,44630000,150000
R27-00185,45070000,150000
R27-00186,103330000,300000
R27-00187,2070000,0
R27-00188,12700000,40000
R27-00189,51420000,150000
R27-00190,25470000,60000
R27-00191,33420000,150000
R27-00192,1780000,0
R27-00193,11800000,40000
R27-00194,5530000,20000
R27-00195,33720000,150000
R27-00196,47480000,150000
R27-00197,74350000,300000
R27-00198,2350000,0
R27-00199,62040000,150000
R27-00200,33440000,150000
R27-00201,42000000,150000
R27-00202,63820000,150000
R27-00203,36110000,150000
R27-00204,4020000,0
R27-00205,88030000,300000
R27-00206,28350000,60000
R27-00207,4810000,0
R27-00208,97320000,300000
R27-00209,52660000,150000
R27-00210,13170000,40000
R27-00211,21690000,60000
R27-00212,24140000,60000
R27-00213,66580000,150000
R27-00214,53070000,150000
R27-00215,23030000,60000
R27-00216,62170000,150000
R27-00217,6020000,20000
R27-00218,69130000,300000
R27-00219,44010000,150000
R27-00220,173370000,600000
R27-00221,3680000,0
R27-00222,56630000,150000
R27-00223,5190000,20000
R27-00224,53010000,150000
R27-00225,96840000,300000
R27-00226,120940000,300000
R27-00227,1100000,0
R27-00228,64550000,150000
R27-00229,127130000,300000
R27-00230,64730000,150000
R27-00231,63120000,150000
R27-00232,64980000,150000
R27-00233,40910000,150000
R27-00234,62720000,150000
R27-00235,72550000,300000
R27-00236,33630000,150000
R27-00237,124590000,300000
R27-00238,53540000,150000
R27-00239,15180000,40000
R27-00240,54380000,150000
R27-00241,42050000,150000
R27-00242,55140000,150000
R27-00243,60830000,150000
R27-00244,52110000,150000
R27-00245,3230000,0
R27-00246,34550000,150000
R27-00247,30450000,60000
R27-00248,100730000,300000
R27-00249,54330000,150000
R27-00250,22560000,60000
R27-00251,52790000,150000
R27-00252,131370000,300000
