고객ID,타사이전금액,혜택금액
R15-00000,42480000,150000
R15-00001,26000000,60000
R15-00002,2060000,0
R15-00003,3400000,0
R15-00004,1380000,0
R15-00005,2850000,0
R15-00006,2630000,0
R15-00007,4660000,0
R15-00008,61240000,150000
R15-00009,54630000,150000
R15-00010,85210000,300000
R15-00011,12210000,40000
R15-00012,72300000,300000
R15-00013,1860000,0
R15-00014,4280000,0
R15-00015,24230000,60000
R15-00016,2640000,0
R15-00017,21820000,60000
R15-00018,41850000,150000
R15-00019,34420000,150000
R15-00020,44260000,150000
R15-00021,21000000,60000
R15-00022,2880000,0
R15-00023,44890000,150000
R15-00024,5200000,20000
R15-00025,29370000,60000
R15-00026,32160000,60000
R15-00027,26490000,60000
R15-00028,23040000,60000
R15-00029,50580000,150000
R15-00030,105450000,300000
R15-00031,44070000,150000
R15-00032,63530000,150000
R15-00033,11830000,40000
R15-00034,74330000,300000
R15-00035,50890000,150000
R15-00036,1520000,0
R15-00037,101870000,300000
R15-00038,141430000,600000
R15-00039,2020000,0
R15-00040,66600000,150000
R15-00041,25150000,60000
R15-00042,71770000,300000
R15-00043,13010000,40000
R15-00044,12440000,40000
R15-00045,50970000,150000
R15-00046,52340000,150000
R15-00047,14480000,40000
R15-00048,71160000,300000
R15-00049,15570000,40000
R15-00050,71000000,300000
R15-00051,72560000,300000
R15-00052,42600000,150000
R15-00053,13680000,40000
R15-00054,67540000,300000
R15-00055,31370000,60000
R15-00056,61960000,150000
R15-00057,17890000,40000
R15-00058,32320000,60000
R15-00059,38660000,150000
R15-00060,82760000,300000
R15-00061,46180000,150000
R15-00062,122900000,300000
R15-00063,3660000,0
R15-00064,23290000,60000
R15-00065,51940000,150000
R15-00066,26720000,60000
R15-00067,72190000,300000
R15-00068,4090000,0
R15-00069,7160000,20000
R15-00070,13890000,40000
R15-00071,33500000,150000
R15-00072,25570000,60000
R15-00073,41470000,150000
R15-00074,3310000,0
R15-00075,54210000,150000
R15-00076,52000000,150000
R15-00077,13700000,40000
R15-00078,23060000,60000
R15-00079,77420000,300000
R15-00080,94050000,300000
R15-00081,53200000,150000
R15-00082,24050000,60000
R15-00083,81790000,300000
R15-00084,41030000,150000
R15-00085,3120000,0
R15-00086,47210000,150000
R15-00087,32060000,60000
R15-00088,63260000,150000
R15-00089,14180000,40000
R15-00090,34250000,150000
R15-00091,51900000,150000
R15-00092,71580000,300000
R15-00093,55570000,150000
R15-00094,87030000,300000
R15-00095,23560000,60000
R15-00096,2000000,0
R15-00097,74340000,300000
R15-00098,55730000,150000
R15-00099,23870000,60000
R15-00100,72500000,300000
R15-00101,25550000,60000
R15-00102,85130000,300000
R15-00103,33280000,60000
R15-00104,37590000,150000
R15-00105,45050000,150000
R15-00106,87590000,300000
R15-00107,37040000,150000
R15-00108,24520000,60000
R15-00109,75760000,300000
R15-00110,94540000,300000
R15-00111,102160000,300000
R15-00112,30850000,60000
R15-00113,91910000,300000
R15-00114,27800000,60000
R15-00115,74270000,300000
R15-00116,3160000,0
R15-00117,7580000,20000
R15-00118,32260000,60000
R15-00119,52740000,150000
R15-00120,63140000,150000
R15-00121,113720000,300000
R15-00122,101480000,300000
R15-00123,68230000,300000
R15-00124,24940000,60000
R15-00125,16600000,40000
R15-00126,55000000,150000
R15-00127,1460000,0
R15-00128,63010000,150000
R15-00129,44990000,150000
R15-00130,93410000,300000
R15-00131,5390000,20000
R15-00132,82830000,300000
R15-00133,2260000,0
R15-00134,53190000,150000
R15-00135,102530000,300000
R15-00136,950000,0
R15-00137,6000000,20000
R15-00138,31860000,60000
R15-00139,1390000,0
R15-00140,47370000,150000
R15-00141,12310000,40000
R15-00142,73790000,300000
R15-00143,95110000,300000
R15-00144,71520000,300000
R15-00145,63390000,150000
R15-00146,55990000,150000
R15-00147,41120000,150000
R15-00148,55130000,150000
R15-00149,32060000,60000
R15-00150,25690000,60000
R15-00151,136490000,600000
R15-00152,6190000,20000
R15-00153,22570000,60000
R15-00154,62420000,150000
R15-00155,31940000,60000
R15-00156,16870000,40000
R15-00157,41490000,150000
R15-00158,41540000,150000
R15-00159,55820000,150000
R15-00160,6620000,20000
