고객ID,타사이전금액,혜택금액
R20-00000,102000000,300000
R20-00001,40780000,150000
R20-00002,3550000,0
R20-00003,57300000,150000
R20-00004,6060000,20000
R20-00005,44470000,150000
R20-00006,74400000,300000
R20-00007,82270000,300000
R20-00008,32180000,60000
R20-00009,45080000,150000
R20-00010,22660000,60000
R20-00011,73750000,300000
R20-00012,43430000,150000
R20-00013,20310000,60000
R20-00014,50910000,150000
R20-00015,42090000,150000
R20-00016,22680000,60000
R20-00017,12030000,40000
R20-00018,111230000,300000
R20-00019,2530000,0
R20-00020,51280000,150000
R20-00021,16490000,40000
R20-00022,41410000,150000
R20-00023,62320000,150000
R20-00024,7730000,20000
R20-00025,43460000,150000
R20-00026,4690000,0
R20-00027,44360000,150000
R20-00028,34470000,150000
R20-00029,1980000,0
R20-00030,65170000,150000
R20-00031,123550000,300000
R20-00032,81290000,300000
R20-00033,74380000,300000
R20-00034,2840000,0
R20-00035,115150000,300000
R20-00036,2130000,0
R20-00037,5960000,20000
R20-00038,46510000,150000
R20-00039,5730000,20000
R20-00040,11730000,40000
R20-00041,24640000,60000
R20-00042,32410000,60000
R20-00043,64860000,150000
R20-00044,81380000,300000
R20-00045,2880000,0
R20-00046,74620000,300000
R20-00047,24630000,60000
R20-00048,10490000,40000
R20-00049,7810000,20000
R20-00050,2650000,0
R20-00051,12460000,40000
R20-00052,22640000,60000
R20-00053,102220000,300000
R20-00054,31950000,60000
R20-00055,8070000,20000
R20-00056,5880000,20000
R20-00057,73270000,300000
R20-00058,4160000,0
R20-00059,7760000,20000
R20-00060,25200000,60000
R20-00061,94140000,300000
R20-00062,61300000,150000
R20-00063,55560000,150000
R20-00064,22160000,60000
R20-00065,2100000,0
R20-00066,12290000,40000
R20-00067,31300000,60000
R20-00068,16930000,40000
R20-00069,94950000,300000
R20-00070,112080000,300000
R20-00071,45290000,150000
R20-00072,17940000,40000
R20-00073,136930000,600000
R20-00074,16550000,40000
R20-00075,53190000,150000
R20-00076,2580000,0
R20-00077,52730000,150000
R20-00078,44870000,150000
R20-00079,45100000,150000
R20-00080,22000000,60000
R20-00081,35070000,150000
R20-00082,35110000,150000
R20-00083,35600000,150000
R20-00084,7240000,20000
R20-00085,34370000,150000
R20-00086,132850000,300000
R20-00087,2900000,0
R20-00088,56370000,150000
R20-00089,61420000,150000
R20-00090,30840000,60000
R20-00091,54960000,150000
R20-00092,62550000,150000
R20-00093,23210000,60000
R20-00094,21300000,60000
R20-00095,25250000,60000
R20-00096,37000000,150000
R20-00097,30890000,60000
R20-00098,36070000,150000
R20-00099,135650000,600000
R20-00100,97000000,300000
R20-00101,83840000,300000
R20-00102,42230000,150000
R20-00103,76250000,300000
R20-00104,64860000,150000
R20-00105,74110000,300000
R20-00106,44510000,150000
R20-00107,11850000,40000
R20-00108,61300000,150000
R20-00109,9030000,20000
R20-00110,44100000,150000
R20-00111,15110000,40000
R20-00112,23030000,60000
R20-00113,83740000,300000
R20-00114,55270000,150000
R20-00115,73180000,300000
R20-00116,32640000,60000
R20-00117,53090000,150000
R20-00118,31550000,60000
R20-00119,110910000,300000
R20-00120,780000,0
R20-00121,19220000,40000
R20-00122,63020000,150000
R20-00123,71580000,300000
R20-00124,25830000,60000
R20-00125,13110000,40000
R20-00126,14690000,40000
R20-00127,42500000,150000
R20-00128,37020000,150000
R20-00129,94310000,300000
R20-00130,75720000,300000
R20-00131,24050000,60000
R20-00132,23540000,60000
R20-00133,23980000,60000
R20-00134,62600000,150000
R20-00135,24020000,60000
R20-00136,32620000,60000
R20-00137,104640000,300000
R20-00138,16140000,40000
R20-00139,18250000,40000
R20-00140,8470000,20000
R20-00141,81310000,300000
R20-00142,62240000,150000
R20-00143,4500000,0
R20-00144,142660000,600000
R20-00145,87070000,300000
R20-00146,25710000,60000
R20-00147,52220000,150000
R20-00148,28060000,60000
R20-00149,45400000,150000
R20-00150,20290000,60000
R20-00151,44610000,150000
R20-00152,6170000,20000
R20-00153,17480000,40000
R20-00154,14800000,40000
R20-00155,105810000,300000
R20-00156,52600000,150000
R20-00157,40630000,150000
R20-00158,33230000,60000
R20-00159,44400000,150000
R20-00160,92540000,300000
R20-00161,2600000,0
R20-00162,33300000,60000
R20-00163,23930000,60000
R20-00164,52030000,150000
R20-00165,32820000,60000
R20-00166,37620000,150000
R20-00167,68360000,300000
R20-00168,43740000,150000
R20-00169,42290000,150000
R20-00170,22290000,60000
R20-00171,105950000,300000
R20-00172,17590000,40000
R20-00173,15560000,40000
R20-00174,82050000,300000
R20-00175,4470000,0
R20-00176,30810000,60000
R20-00177,27080000,60000
R20-00178,28550000,60000
R20-00179,15860000,40000
R20-00180,15730000,40000
R20-00181,2550000,0
R20-00182,92710000,300000
R20-00183,52840000,150000
R20-00184,2590000,0
R20-00185,44960000,150000
R20-00186,12460000,40000
R20-00187,2330000,0
R20-00188,36140000,150000
R20-00189,83080000,300000
R20-00190,23250000,60000
R20-00191,50640000,150000
R20-00192,67950000,300000
R20-00193,14710000,40000
R20-00194,82470000,300000
R20-00195,70250000,300000
R20-00196,81200000,300000
R20-00197,91990000,300000
R20-00198,103110000,300000
R20-00199,8610000,20000
R20-00200,81340000,300000
R20-00201,12650000,40000
R20-00202,41770000,150000
R20-00203,79560000,300000
R20-00204,54410000,150000
R20-00205,13220000,40000
R20-00206,1830000,0
R20-00207,43930000,150000
R20-00208,9450000,20000
R20-00209,52660000,150000
R20-00210,22880000,60000
R20-00211,24990000,60000
R20-00212,63820000,150000
R20-00213,73750000,300000
R20-00214,34230000,150000
R20-00215,74030000,300000
R20-00216,38020000,150000
R20-00217,46610000,150000
R20-00218,26670000,60000
R20-00219,12410000,40000
R20-00220,55600000,150000
R20-00221,14220000,40000
R20-00222,62850000,150000
R20-00223,52190000,150000
R20-00224,66600000,150000
R20-00225,35490000,150000
R20-00226,13680000,40000
R20-00227,45500000,150000
R20-00228,49280000,150000
R20-00229,22860000,60000
R20-00230,13760000,40000
R20-00231,56240000,150000
R20-00232,70870000,300000
R20-00233,146400000,600000
R20-00234,62050000,150000
R20-00235,21130000,60000
R20-00236,38180000,150000
R20-00237,14690000,40000
R20-00238,30790000,60000
R20-00239,25630000,60000
R20-00240,7950000,20000
R20-00241,12870000,40000
R20-00242,76560000,300000
R20-00243,41400000,150000
R20-00244,45480000,150000
R20-00245,13800000,40000
R20-00246,54760000,150000
R20-00247,23170000,60000
R20-00248,112390000,300000
R20-00249,3230000,0
R20-00250,33670000,150000
R20-00251,27400000,60000
R20-00252,10900000,40000
R20-00253,20720000,60000
R20-00254,1090000,0
R20-00255,63510000,150000
R20-00256,13470000,40000
R20-00257,61840000,150000
R20-00258,6470000,20000
R20-00259,101050000,300000
R20-00260,95960000,300000
R20-00261,64460000,150000
R20-00262,8450000,20000
R20-00263,82030000,300000
R20-00264,61740000,150000
R20-00265,1620000,0
R20-00266,44860000,150000
R20-00267,16110000,40000
R20-00268,52240000,150000
R20-00269,104460000,300000
R20-00270,54360000,150000
R20-00271,9130000,20000
R20-00272,122320000,300000
R20-00273,3990000,0
R20-00274,4930000,0
R20-00275,3690000,0
R20-00276,55270000,150000
R20-00277,125090000,300000
R20-00278,13430000,40000
R20-00279,49350000,150000
R20-00280,6600000,20000
R20-00281,24150000,60000
R20-00282,69210000,300000
R20-00283,46390000,150000
R20-00284,96880000,300000
R20-00285,94460000,300000
R20-00286,214040000,1000000
R20-00287,41620000,150000
R20-00288,22860000,60000
R20-00289,58730000,150000
R20-00290,28670000,60000
R20-00291,4020000,0
R20-00292,14980000,40000
R20-00293,73850000,300000
R20-00294,78890000,300000
R20-00295,5820000,20000
R20-00296,83700000,300000
R20-00297,64910000,150000
R20-00298,43670000,150000
R20-00299,32880000,60000
R20-00300,63860000,150000
R20-00301,24330000,60000
R20-00302,21890000,60000
R20-00303,63250000,150000
R20-00304,73650000,300000
R20-00305,5310000,20000
R20-00306,62260000,150000
R20-00307,172770000,600000
R20-00308,4510000,0
R20-00309,35770000,150000
