고객ID,타사이전금액,혜택금액
R06-00000,95700000,300000
R06-00001,64300000,150000
R06-00002,104930000,300000
R06-00003,21550000,60000
R06-00004,39140000,150000
R06-00005,26030000,60000
R06-00006,53030000,150000
R06-00007,45330000,150000
R06-00008,31570000,60000
R06-00009,13340000,40000
R06-00010,64710000,150000
R06-00011,6700000,20000
R06-00012,103480000,300000
R06-00013,2450000,0
R06-00014,47060000,150000
R06-00015,94270000,300000
R06-00016,1860000,0
R06-00017,57000000,150000
R06-00018,4900000,0
R06-00019,52240000,150000
R06-00020,4610000,0
R06-00021,26850000,60000
R06-00022,23070000,60000
R06-00023,53330000,150000
R06-00024,91510000,300000
R06-00025,35610000,150000
R06-00026,62000000,150000
R06-00027,9130000,20000
R06-00028,23840000,60000
R06-00029,25020000,60000
R06-00030,11810000,40000
R06-00031,23060000,60000
R06-00032,63450000,150000
R06-00033,36550000,150000
R06-00034,1690000,0
R06-00035,40510000,150000
R06-00036,3960000,0
R06-00037,62250000,150000
R06-00038,1210000,0
R06-00039,54580000,150000
R06-00040,88680000,300000
R06-00041,5660000,20000
R06-00042,2950000,0
R06-00043,3970000,0
R06-00044,2720000,0
R06-00045,36860000,150000
R06-00046,27180000,60000
R06-00047,25000000,60000
R06-00048,81200000,300000
R06-00049,84600000,300000
R06-00050,66150000,150000
R06-00051,64280000,150000
R06-00052,23710000,60000
R06-00053,37250000,150000
R06-00054,27210000,60000
R06-00055,82110000,300000
R06-00056,15180000,40000
R06-00057,78670000,300000
R06-00058,64610000,150000
R06-00059,52960000,150000
R06-00060,51390000,150000
R06-00061,34570000,150000
R06-00062,3590000,0
R06-00063,31110000,60000
R06-00064,600000,0
R06-00065,41210000,150000
R06-00066,31060000,60000
R06-00067,18190000,40000
R06-00068,94950000,300000
R06-00069,41260000,150000
R06-00070,54290000,150000
R06-00071,14060000,40000
R06-00072,46360000,150000
R06-00073,91730000,300000
R06-00074,30510000,60000
R06-00075,2850000,0
R06-00076,110680000,300000
R06-00077,45220000,150000
R06-00078,68110000,300000
R06-00079,62650000,150000
R06-00080,82670000,300000
R06-00081,22220000,60000
R06-00082,66770000,300000
R06-00083,81010000,300000
R06-00084,32460000,60000
R06-00085,62840000,150000
R06-00086,44720000,150000
R06-00087,59350000,150000
R06-00088,45640000,150000
R06-00089,93820000,300000
R06-00090,30800000,60000
R06-00091,75380000,300000
R06-00092,21480000,60000
R06-00093,123150000,300000
R06-00094,1740000,0
R06-00095,21470000,60000
R06-00096,81690000,300000
R06-00097,45790000,150000
R06-00098,33710000,150000
R06-00099,46890000,150000
R06-00100,33030000,60000
R06-00101,63280000,150000
R06-00102,82440000,300000
R06-00103,24330000,60000
R06-00104,4330000,0
R06-00105,10540000,40000
R06-00106,54230000,150000
R06-00107,78370000,300000
R06-00108,37150000,150000
R06-00109,28960000,60000
R06-00110,25480000,60000
R06-00111,94070000,300000
R06-00112,2580000,0
R06-00113,62560000,150000
R06-00114,7990000,20000
R06-00115,15870000,40000
R06-00116,16850000,40000
R06-00117,2120000,0
R06-00118,27890000,60000
R06-00119,3240000,0
R06-00120,43960000,150000
R06-00121,43630000,150000
R06-00122,63330000,150000
R06-00123,14720000,40000
R06-00124,1800000,0
R06-00125,11540000,40000
R06-00126,52980000,150000
R06-00127,13140000,40000
R06-00128,56450000,150000
R06-00129,67700000,300000
R06-00130,42740000,150000
R06-00131,45870000,150000
R06-00132,85700000,300000
R06-00133,84640000,300000
R06-00134,27700000,60000
R06-00135,2710000,0
R06-00136,33400000,150000
R06-00137,36130000,150000
R06-00138,17410000,40000
R06-00139,16260000,40000
R06-00140,16910000,40000
R06-00141,35800000,150000
R06-00142,44490000,150000
R06-00143,146270000,600000
R06-00144,12040000,40000
R06-00145,69190000,300000
R06-00146,44320000,150000
R06-00147,2450000,0
R06-00148,1740000,0
R06-00149,21330000,60000
R06-00150,116900000,300000
R06-00151,3250000,0
R06-00152,103180000,300000
R06-00153,24030000,60000
R06-00154,22280000,60000
R06-00155,63110000,150000
R06-00156,33490000,150000
R06-00157,2580000,0
R06-00158,51140000,150000
R06-00159,82430000,300000
R06-00160,25370000,60000
R06-00161,44340000,150000
R06-00162,42560000,150000
R06-00163,50490000,150000
R06-00164,32670000,60000
R06-00165,61340000,150000
R06-00166,31500000,60000
R06-00167,37580000,150000
R06-00168,43400000,150000
R06-00169,71520000,300000
R06-00170,96470000,300000
R06-00171,47760000,150000
R06-00172,11650000,40000
R06-00173,76240000,300000
R06-00174,4250000,0
R06-00175,2280000,0
R06-00176,64450000,150000
R06-00177,95570000,300000
R06-00178,62300000,150000
R06-00179,10470000,40000
R06-00180,96090000,300000
R06-00181,24970000,60000
R06-00182,61190000,150000
R06-00183,36860000,150000
R06-00184,52820000,150000
R06-00185,54480000,150000
R06-00186,3740000,0
R06-00187,92200000,300000
R06-00188,102360000,300000
R06-00189,44550000,150000
R06-00190,63750000,150000
R06-00191,86930000,300000
R06-00192,8860000,20000
R06-00193,34710000,150000
R06-00194,113340000,300000
R06-00195,2310000,0
R06-00196,74960000,300000
R06-00197,21340000,60000
R06-00198,216120000,1000000
R06-00199,11890000,40000
R06-00200,34290000,150000
R06-00201,82810000,300000
R06-00202,31290000,60000
R06-00203,26420000,60000
R06-00204,17410000,40000
R06-00205,41900000,150000
R06-00206,22470000,60000
R06-00207,32220000,60000
R06-00208,23790000,60000
R06-00209,24350000,60000
R06-00210,15420000,40000
R06-00211,82480000,300000
R06-00212,18270000,40000
R06-00213,6760000,20000
R06-00214,35220000,150000
R06-00215,77440000,300000
R06-00216,10700000,40000
R06-00217,34050000,150000
R06-00218,4940000,0
R06-00219,52020000,150000
R06-00220,21100000,60000
R06-00221,22910000,60000
R06-00222,62370000,150000
R06-00223,70630000,300000
R06-00224,44120000,150000
R06-00225,2170000,0
R06-00226,24050000,60000
R06-00227,53370000,150000
R06-00228,84940000,300000
R06-00229,101870000,300000
R06-00230,17810000,40000
R06-00231,21590000,60000
R06-00232,2750000,0
R06-00233,82080000,300000
R06-00234,4600000,0
R06-00235,75490000,300000
R06-00236,32560000,60000
R06-00237,54310000,150000
R06-00238,27540000,60000
R06-00239,7870000,20000
R06-00240,4030000,0
R06-00241,15780000,40000
R06-00242,14830000,40000
R06-00243,6200000,20000
R06-00244,52210000,150000
R06-00245,34740000,150000
R06-00246,22920000,60000
R06-00247,33800000,150000
R06-00248,56600000,150000
R06-00249,43380000,150000
R06-00250,222280000,1000000
R06-00251,43700000,150000
R06-00252,1590000,0
R06-00253,70810000,300000
R06-00254,11690000,40000
R06-00255,76600000,300000
R06-00256,6570000,20000
R06-00257,15990000,40000
R06-00258,20500000,60000
R06-00259,44650000,150000
R06-00260,41120000,150000
R06-00261,111140000,300000
R06-00262,33190000,60000
R06-00263,48330000,150000
R06-00264,24790000,60000
R06-00265,31770000,60000
R06-00266,73110000,300000
R06-00267,54690000,150000
R06-00268,14720000,40000
R06-00269,2640000,0
R06-00270,3760000,0
R06-00271,11400000,40000
R06-00272,63620000,150000
R06-00273,25950000,60000
R06-00274,33900000,150000
R06-00275,930000,0
R06-00276,3050000,0
R06-00277,12470000,40000
R06-00278,92700000,300000
R06-00279,103930000,300000
R06-00280,43280000,150000
R06-00281,4340000,0
R06-00282,62230000,150000
R06-00283,4400000,0
R06-00284,31980000,60000
R06-00285,110770000,300000
R06-00286,66060000,150000
R06-00287,80140000,300000
R06-00288,53740000,150000
R06-00289,13200000,40000
R06-00290,22880000,60000
R06-00291,51650000,150000
R06-00292,56850000,150000
R06-00293,96820000,300000
R06-00294,8100000,20000
R06-00295,13220000,40000
R06-00296,81060000,300000
R06-00297,28950000,60000
R06-00298,43290000,150000
R06-00299,1580000,0
R06-00300,112870000,300000
R06-00301,76830000,300000
R06-00302,94590000,300000
R06-00303,3390000,0
R06-00304,102020000,300000
R06-00305,14520000,40000
R06-00306,155690000,600000
R06-00307,113140000,300000
