고객ID,타사이전금액,혜택금액
R18-00000,124650000,300000
R18-00001,24310000,60000
R18-00002,73110000,300000
R18-00003,81750000,300000
R18-00004,41800000,150000
R18-00005,5700000,20000
R18-00006,72180000,300000
R18-00007,32060000,60000
R18-00008,34010000,150000
R18-00009,45850000,150000
R18-00010,43300000,150000
R18-00011,32810000,60000
R18-00012,75980000,300000
R18-00013,32700000,60000
R18-00014,22640000,60000
R18-00015,81650000,300000
R18-00016,12710000,40000
R18-00017,64200000,150000
R18-00018,2330000,0
R18-00019,133580000,600000
R18-00020,66800000,300000
R18-00021,111220000,300000
R18-00022,51060000,150000
R18-00023,52580000,150000
R18-00024,62330000,150000
R18-00025,132560000,300000
R18-00026,46500000,150000
R18-00027,95030000,300000
R18-00028,43970000,150000
R18-00029,21440000,60000
R18-00030,52760000,150000
R18-00031,1550000,0
R18-00032,93850000,300000
R18-00033,7450000,20000
R18-00034,35670000,150000
R18-00035,940000,0
R18-00036,44180000,150000
R18-00037,42750000,150000
R18-00038,2020000,0
R18-00039,63380000,150000
R18-00040,52970000,150000
R18-00041,34000000,150000
R18-00042,34420000,150000
R18-00043,31070000,60000
R18-00044,73720000,300000
R18-00045,26770000,60000
R18-00046,46730000,150000
R18-00047,2830000,0
R18-00048,72910000,300000
R18-00049,62670000,150000
R18-00050,34150000,150000
R18-00051,23510000,60000
R18-00052,8120000,20000
R18-00053,31660000,60000
R18-00054,30730000,60000
R18-00055,91210000,300000
R18-00056,141650000,600000
R18-00057,13380000,40000
R18-00058,68820000,300000
R18-00059,14200000,40000
R18-00060,14790000,40000
R18-00061,36160000,150000
R18-00062,54400000,150000
R18-00063,25570000,60000
R18-00064,30940000,60000
R18-00065,73460000,300000
R18-00066,21440000,60000
R18-00067,28490000,60000
R18-00068,42660000,150000
R18-00069,53520000,150000
R18-00070,35520000,150000
R18-00071,63800000,150000
R18-00072,36490000,150000
R18-00073,76690000,300000
R18-00074,53440000,150000
R18-00075,25240000,60000
R18-00076,34450000,150000
R18-00077,4850000,0
R18-00078,12210000,40000
R18-00079,67440000,300000
R18-00080,101660000,300000
R18-00081,24020000,60000
R18-00082,24230000,60000
R18-00083,55730000,150000
R18-00084,23800000,60000
R18-00085,7200000,20000
R18-00086,46320000,150000
R18-00087,5610000,20000
R18-00088,32110000,60000
R18-00089,63560000,150000
R18-00090,82940000,300000
R18-00091,43100000,150000
R18-00092,103320000,300000
R18-00093,87040000,300000
R18-00094,1770000,0
R18-00095,211220000,1000000
R18-00096,28810000,60000
R18-00097,85490000,300000
R18-00098,970000,0
R18-00099,1140000,0
R18-00100,65260000,150000
R18-00101,66730000,300000
R18-00102,34510000,150000
R18-00103,4460000,0
R18-00104,72180000,300000
R18-00105,22640000,60000
R18-00106,45900000,150000
R18-00107,23050000,60000
R18-00108,81500000,300000
R18-00109,78080000,300000
R18-00110,10460000,40000
R18-00111,93280000,300000
R18-00112,25030000,60000
R18-00113,72620000,300000
R18-00114,63770000,150000
R18-00115,5610000,20000
R18-00116,37750000,150000
R18-00117,55460000,150000
R18-00118,26310000,60000
R18-00119,21840000,60000
R18-00120,92530000,300000
R18-00121,81900000,300000
R18-00122,21820000,60000
R18-00123,3500000,0
R18-00124,84190000,300000
R18-00125,70930000,300000
R18-00126,51110000,150000
R18-00127,3670000,0
R18-00128,23120000,60000
R18-00129,20560000,60000
R18-00130,33300000,60000
R18-00131,53850000,150000
R18-00132,43430000,150000
R18-00133,21340000,60000
R18-00134,5120000,20000
R18-00135,12690000,40000
R18-00136,47100000,150000
R18-00137,24850000,60000
R18-00138,25940000,60000
R18-00139,64910000,150000
R18-00140,25900000,60000
R18-00141,5370000,20000
R18-00142,32770000,60000
R18-00143,105330000,300000
R18-00144,93000000,300000
R18-00145,16070000,40000
R18-00146,3870000,0
R18-00147,31050000,60000
R18-00148,21070000,60000
R18-00149,15370000,40000
R18-00150,20910000,60000
R18-00151,22170000,60000
R18-00152,64170000,150000
R18-00153,1530000,0
R18-00154,75650000,300000
R18-00155,63880000,150000
R18-00156,24060000,60000
R18-00157,30670000,60000
R18-00158,14870000,40000
R18-00159,112000000,300000
R18-00160,590000,0
R18-00161,73990000,300000
R18-00162,72300000,300000
R18-00163,65190000,150000
R18-00164,56230000,150000
R18-00165,44970000,150000
R18-00166,43190000,150000
R18-00167,27860000,60000
R18-00168,31900000,60000
R18-00169,73950000,300000
R18-00170,22390000,60000
R18-00171,32580000,60000
R18-00172,13040000,40000
R18-00173,61090000,150000
R18-00174,64370000,150000
R18-00175,23600000,60000
R18-00176,21930000,60000
R18-00177,31290000,60000
R18-00178,37140000,150000
R18-00179,23540000,60000
R18-00180,60720000,150000
R18-00181,16900000,40000
R18-00182,62170000,150000
R18-00183,1840000,0
R18-00184,23870000,60000
R18-00185,146290000,600000
R18-00186,13640000,40000
R18-00187,7430000,20000
R18-00188,25970000,60000
R18-00189,43910000,150000
R18-00190,41780000,150000
R18-00191,48930000,150000
R18-00192,74090000,300000
R18-00193,56100000,150000
R18-00194,28580000,60000
R18-00195,22290000,60000
R18-00196,42010000,150000
R18-00197,88340000,300000
R18-00198,46490000,150000
R18-00199,47320000,150000
R18-00200,48610000,150000
R18-00201,48220000,150000
R18-00202,22440000,60000
R18-00203,7000000,20000
R18-00204,54100000,150000
R18-00205,21540000,60000
R18-00206,3340000,0
R18-00207,14100000,40000
R18-00208,75340000,300000
R18-00209,75380000,300000
R18-00210,11080000,40000
R18-00211,41550000,150000
R18-00212,43770000,150000
R18-00213,54710000,150000
R18-00214,61880000,150000
R18-00215,20450000,60000
R18-00216,28980000,60000
R18-00217,76850000,300000
R18-00218,21320000,60000
R18-00219,53230000,150000
R18-00220,55170000,150000
R18-00221,12860000,40000
R18-00222,121930000,300000
R18-00223,73990000,300000
R18-00224,55630000,150000
R18-00225,21780000,60000
R18-00226,3750000,0
R18-00227,34880000,150000
R18-00228,57110000,150000
R18-00229,7570000,20000
R18-00230,13590000,40000
R18-00231,97380000,300000
R18-00232,41750000,150000
R18-00233,13260000,40000
R18-00234,117010000,300000
R18-00235,32430000,60000
R18-00236,13390000,40000
R18-00237,24590000,60000
R18-00238,101310000,300000
R18-00239,14910000,40000
R18-00240,122150000,300000
R18-00241,71250000,300000
R18-00242,2580000,0
R18-00243,41560000,150000
R18-00244,13710000,40000
R18-00245,12790000,40000
R18-00246,32810000,60000
R18-00247,38580000,150000
R18-00248,2330000,0
R18-00249,61720000,150000
R18-00250,95430000,300000
R18-00251,47140000,150000
R18-00252,32600000,60000
R18-00253,46040000,150000
R18-00254,22080000,60000
R18-00255,2100000,0
R18-00256,73610000,300000
R18-00257,510000,0
R18-00258,32250000,60000
R18-00259,8740000,20000
R18-00260,18530000,40000
R18-00261,33850000,150000
R18-00262,75910000,300000
R18-00263,23980000,60000
R18-00264,34520000,150000
R18-00265,40240000,150000
R18-00266,25790000,60000
R18-00267,63960000,150000
R18-00268,60330000,150000
R18-00269,52590000,150000
R18-00270,50480000,150000
R18-00271,31980000,60000
R18-00272,115880000,300000
R18-00273,50860000,150000
R18-00274,86840000,300000
R18-00275,45140000,150000
R18-00276,73400000,300000
R18-00277,70890000,300000
R18-00278,1300000,0
R18-00279,96380000,300000
R18-00280,21420000,60000
R18-00281,14650000,40000
R18-00282,3420000,0
R18-00283,90290000,300000
R18-00284,10910000,40000
R18-00285,74950000,300000
R18-00286,34990000,150000
R18-00287,72080000,300000
R18-00288,30840000,60000
R18-00289,44140000,150000
R18-00290,34740000,150000
R18-00291,12500000,40000
R18-00292,24340000,60000
R18-00293,1020000,0
R18-00294,45360000,150000
R18-00295,1880000,0
R18-00296,980000,0
R18-00297,52310000,150000
R18-00298,33700000,150000
R18-00299,15560000,40000
R18-00300,3930000,0
R18-00301,14950000,40000
R18-00302,34220000,150000
R18-00303,67650000,300000
R18-00304,2660000,0
R18-00305,22690000,60000
R18-00306,34230000,150000
R18-00307,13110000,40000
R18-00308,7390000,20000
R18-00309,54440000,150000
R18-00310,35330000,150000
R18-00311,2700000,0
R18-00312,21040000,60000
R18-00313,63550000,150000
R18-00314,65020000,150000
R18-00315,34400000,150000
R18-00316,10300000,40000
R18-00317,11220000,40000
R18-00318,82010000,300000
R18-00319,25340000,60000
R18-00320,173570000,600000
R18-00321,73300000,300000
R18-00322,75520000,300000
R18-00323,43210000,150000
R18-00324,5400000,20000
R18-00325,7030000,20000
R18-00326,6810000,20000
R18-00327,46450000,150000
R18-00328,1810000,0
R18-00329,64540000,150000
R18-00330,66780000,300000
R18-00331,22580000,60000
R18-00332,14620000,40000
R18-00333,66480000,150000
R18-00334,54620000,150000
R18-00335,64270000,150000
R18-00336,64510000,150000
R18-00337,27160000,60000
R18-00338,64640000,150000
R18-00339,34680000,150000
R18-00340,62370000,150000
R18-00341,75710000,300000
R18-00342,62220000,150000
R18-00343,111550000,300000
R18-00344,11360000,40000
R18-00345,72920000,300000
R18-00346,42380000,150000
R18-00347,70850000,300000
R18-00348,24800000,60000
R18-00349,32380000,60000
R18-00350,97890000,300000
R18-00351,15020000,40000
R18-00352,76530000,300000
R18-00353,66220000,150000
R18-00354,15050000,40000
R18-00355,21860000,60000
R18-00356,28950000,60000
R18-00357,66210000,150000
R18-00358,91910000,300000
R18-00359,38270000,150000
R18-00360,82450000,300000
R18-00361,23310000,60000
R18-00362,38580000,150000
R18-00363,63540000,150000
R18-00364,96500000,300000
R18-00365,7340000,20000
R18-00366,8670000,20000
R18-00367,51210000,150000
R18-00368,32670000,60000
R18-00369,54810000,150000
R18-00370,23180000,60000
R18-00371,58300000,150000
R18-00372,47880000,150000
R18-00373,1460000,0
R18-00374,42530000,150000
R18-00375,52030000,150000
R18-00376,12320000,40000
R18-00377,30480000,60000
R18-00378,22930000,60000
R18-00379,7850000,20000
R18-00380,51060000,150000
R18-00381,55810000,150000
R18-00382,35310000,150000
R18-00383,35620000,150000
R18-00384,5900000,20000
R18-00385,16770000,40000
R18-00386,63150000,150000
R18-00387,33110000,60000
R18-00388,52460000,150000
R18-00389,81850000,300000
R18-00390,23040000,60000
R18-00391,53350000,150000
R18-00392,11140000,40000
R18-00393,32430000,60000
R18-00394,41110000,150000
R18-00395,62970000,150000
R18-00396,21820000,60000
R18-00397,14320000,40000
R18-00398,72580000,300000
R18-00399,42030000,150000
R18-00400,32470000,60000
R18-00401,33810000,150000
R18-00402,5870000,20000
R18-00403,14900000,40000
R18-00404,27830000,60000
R18-00405,52390000,150000
R18-00406,15590000,40000
R18-00407,12310000,40000
R18-00408,4840000,0
R18-00409,37020000,150000
R18-00410,131720000,300000
R18-00411,95980000,300000
R18-00412,52050000,150000
R18-00413,25020000,60000
R18-00414,22400000,60000
R18-00415,43830000,150000
R18-00416,66350000,150000
R18-00417,41700000,150000
R18-00418,17590000,40000
R18-00419,113350000,300000
R18-00420,1180000,0
R18-00421,12410000,40000
R18-00422,3930000,0
R18-00423,3670000,0
R18-00424,36240000,150000
R18-00425,97140000,300000
R18-00426,63230000,150000
R18-00427,82100000,300000
R18-00428,53750000,150000
R18-00429,13680000,40000
R18-00430,7470000,20000
R18-00431,13150000,40000
R18-00432,81210000,300000
R18-00433,83510000,300000
R18-00434,117100000,300000
R18-00435,4340000,0
R18-00436,18000000,40000
R18-00437,24560000,60000
R18-00438,34660000,150000
R18-00439,63720000,150000
R18-00440,63290000,150000
R18-00441,36490000,150000
R18-00442,50690000,150000
R18-00443,2520000,0
R18-00444,52650000,150000
R18-00445,53560000,150000
R18-00446,98070000,300000
R18-00447,34280000,150000
R18-00448,54220000,150000
R18-00449,1310000,0
R18-00450,43920000,150000
R18-00451,45300000,150000
R18-00452,87840000,300000
R18-00453,14550000,40000
R18-00454,44300000,150000
R18-00455,37180000,150000
R18-00456,29250000,60000
R18-00457,3900000,0
R18-00458,34310000,150000
R18-00459,710000,0
R18-00460,61840000,150000
R18-00461,42050000,150000
R18-00462,21670000,60000
R18-00463,23290000,60000
R18-00464,83910000,300000
R18-00465,71250000,300000
R18-00466,102900000,300000
R18-00467,42560000,150000
R18-00468,111810000,300000
R18-00469,87270000,300000
R18-00470,96320000,300000
R18-00471,91970000,300000
R18-00472,87490000,300000
R18-00473,66930000,300000
R18-00474,22790000,60000
R18-00475,74960000,300000
R18-00476,7420000,20000
R18-00477,42630000,150000
R18-00478,125260000,300000
R18-00479,58030000,150000
R18-00480,4260000,0
R18-00481,53220000,150000
R18-00482,105900000,300000
R18-00483,990000,0
R18-00484,53950000,150000
R18-00485,44950000,150000
R18-00486,112080000,300000
R18-00487,23890000,60000
R18-00488,56960000,150000
R18-00489,62850000,150000
R18-00490,1210000,0
R18-00491,22320000,60000
R18-00492,24400000,60000
R18-00493,7640000,20000
R18-00494,43840000,150000
R18-00495,77030000,300000
R18-00496,32600000,60000
R18-00497,52520000,150000
R18-00498,51890000,150000
R18-00499,5560000,20000
R18-00500,64590000,150000
R18-00501,3660000,0
R18-00502,75520000,300000
R18-00503,111100000,300000
R18-00504,63960000,150000
R18-00505,41890000,150000
R18-00506,34440000,150000
R18-00507,16060000,40000
R18-00508,105990000,300000
R18-00509,1740000,0
R18-00510,12180000,40000
R18-00511,46940000,150000
R18-00512,1500000,0
R18-00513,31100000,60000
R18-00514,33760000,150000
R18-00515,19380000,40000
R18-00516,108500000,300000
R18-00517,21940000,60000
R18-00518,48060000,150000
R18-00519,63240000,150000
R18-00520,20650000,60000
R18-00521,26840000,60000
R18-00522,33610000,150000
R18-00523,57270000,150000
R18-00524,112630000,300000
R18-00525,23350000,60000
R18-00526,134050000,600000
R18-00527,45360000,150000
R18-00528,2580000,0
R18-00529,53920000,150000
R18-00530,74240000,300000
R18-00531,113110000,300000
R18-00532,250000,0
R18-00533,51190000,150000
R18-00534,65060000,150000
R18-00535,13970000,40000
R18-00536,42430000,150000
R18-00537,52470000,150000
R18-00538,90680000,300000
R18-00539,4220000,0
R18-00540,1000000,0
R18-00541,31640000,60000
R18-00542,5540000,20000
R18-00543,50450000,150000
R18-00544,73630000,300000
R18-00545,13860000,40000
R18-00546,83740000,300000
R18-00547,3400000,0
R18-00548,62850000,150000
R18-00549,60240000,150000
R18-00550,62540000,150000
R18-00551,34420000,150000
R18-00552,45440000,150000
R18-00553,57810000,150000
R18-00554,7690000,20000
R18-00555,2630000,0
R18-00556,91300000,300000
R18-00557,43560000,150000
R18-00558,13030000,40000
R18-00559,43700000,150000
R18-00560,40440000,150000
R18-00561,290000,0
R18-00562,74160000,300000
R18-00563,3300000,0
R18-00564,15080000,40000
R18-00565,25380000,60000
R18-00566,44960000,150000
R18-00567,2170000,0
R18-00568,12710000,40000
R18-00569,23090000,60000
R18-00570,6440000,20000
R18-00571,63300000,150000
R18-00572,34970000,150000
R18-00573,27830000,60000
R18-00574,2950000,0
R18-00575,21370000,60000
R18-00576,73160000,300000
R18-00577,45280000,150000
R18-00578,35640000,150000
R18-00579,126740000,300000
R18-00580,32930000,60000
R18-00581,32430000,60000
R18-00582,16930000,40000
R18-00583,33440000,150000
R18-00584,1550000,0
R18-00585,102340000,300000
R18-00586,55210000,150000
R18-00587,31740000,60000
R18-00588,100690000,300000
R18-00589,21120000,60000
R18-00590,55140000,150000
R18-00591,2260000,0
R18-00592,123020000,300000
R18-00593,5020000,20000
R18-00594,67360000,300000
R18-00595,22520000,60000
R18-00596,25460000,60000
R18-00597,43160000,150000
R18-00598,35430000,150000
R18-00599,75510000,300000
R18-00600,23130000,60000
R18-00601,500000,0
R18-00602,71550000,300000
R18-00603,21980000,60000
R18-00604,63040000,150000
R18-00605,51870000,150000
R18-00606,40420000,150000
R18-00607,30400000,60000
R18-00608,13190000,40000
R18-00609,2200000,0
R18-00610,23570000,60000
R18-00611,42420000,150000
R18-00612,47270000,150000
R18-00613,4430000,0
R18-00614,22060000,60000
R18-00615,57850000,150000
R18-00616,80120000,300000
R18-00617,44720000,150000
R18-00618,14140000,40000
R18-00619,32730000,60000
R18-00620,48020000,150000
R18-00621,47770000,150000
R18-00622,111970000,300000
R18-00623,34240000,150000
R18-00624,81790000,300000
R18-00625,22220000,60000
R18-00626,14650000,40000
R18-00627,63650000,150000
R18-00628,53550000,150000
R18-00629,12750000,40000
R18-00630,83220000,300000
R18-00631,92900000,300000
R18-00632,42750000,150000
R18-00633,15410000,40000
R18-00634,47350000,150000
R18-00635,96110000,300000
R18-00636,13930000,40000
R18-00637,1920000,0
R18-00638,34140000,150000
R18-00639,34840000,150000
R18-00640,53260000,150000
R18-00641,46310000,150000
R18-00642,2030000,0
R18-00643,52500000,150000
R18-00644,42490000,150000
R18-00645,23490000,60000
R18-00646,54640000,150000
R18-00647,42940000,150000
R18-00648,60910000,150000
R18-00649,43860000,150000
R18-00650,102760000,300000
R18-00651,11590000,40000
R18-00652,42370000,150000
R18-00653,45180000,150000
R18-00654,71020000,300000
R18-00655,7840000,20000
R18-00656,98790000,300000
R18-00657,133100000,300000
R18-00658,45470000,150000
R18-00659,51560000,150000
R18-00660,2400000,0
R18-00661,37240000,150000
R18-00662,17580000,40000
R18-00663,22210000,60000
R18-00664,86250000,300000
R18-00665,84890000,300000
R18-00666,53880000,150000
R18-00667,11390000,40000
R18-00668,1240000,0
R18-00669,15190000,40000
R18-00670,43380000,150000
R18-00671,35230000,150000
R18-00672,5260000,20000
R18-00673,53000000,150000
R18-00674,720000,0
R18-00675,131160000,300000
R18-00676,95160000,300000
R18-00677,85280000,300000
R18-00678,2540000,0
R18-00679,111800000,300000
R18-00680,63410000,150000
R18-00681,49360000,150000
R18-00682,2270000,0
R18-00683,4170000,0
R18-00684,26720000,60000
R18-00685,5740000,20000
R18-00686,34000000,150000
R18-00687,65780000,150000
R18-00688,1390000,0
R18-00689,98680000,300000
R18-00690,64460000,150000
R18-00691,22520000,60000
R18-00692,2190000,0
R18-00693,55490000,150000
R18-00694,20190000,60000
R18-00695,1460000,0
R18-00696,74490000,300000
R18-00697,53230000,150000
R18-00698,44330000,150000
R18-00699,3930000,0
R18-00700,54680000,150000
R18-00701,102460000,300000
R18-00702,31910000,60000
R18-00703,25000000,60000
R18-00704,56010000,150000
R18-00705,4600000,0
R18-00706,21770000,60000
R18-00707,23060000,60000
R18-00708,74000000,300000
R18-00709,5780000,20000
R18-00710,41770000,150000
R18-00711,2040000,0
R18-00712,12070000,40000
R18-00713,10860000,40000
R18-00714,45450000,150000
R18-00715,105470000,300000
R18-00716,63080000,150000
R18-00717,54260000,150000
R18-00718,40400000,150000
R18-00719,32840000,60000
R18-00720,38140000,150000
R18-00721,24840000,60000
R18-00722,64670000,150000
R18-00723,103070000,300000
R18-00724,12680000,40000
R18-00725,24340000,60000
R18-00726,64620000,150000
R18-00727,76020000,300000
R18-00728,53440000,150000
R18-00729,82980000,300000
R18-00730,15470000,40000
R18-00731,73320000,300000
R18-00732,26480000,60000
R18-00733,44970000,150000
R18-00734,55310000,150000
R18-00735,11050000,40000
R18-00736,22720000,60000
R18-00737,47840000,150000
R18-00738,63380000,150000
R18-00739,12390000,40000
R18-00740,26790000,60000
R18-00741,53200000,150000
R18-00742,2590000,0
R18-00743,2810000,0
R18-00744,71150000,300000
R18-00745,81090000,300000
R18-00746,74700000,300000
R18-00747,61330000,150000
R18-00748,2660000,0
R18-00749,51020000,150000
R18-00750,12340000,40000
R18-00751,71470000,300000
R18-00752,13640000,40000
R18-00753,52980000,150000
R18-00754,47210000,150000
R18-00755,12230000,40000
R18-00756,6030000,20000
R18-00757,87370000,300000
R18-00758,54050000,150000
R18-00759,52130000,150000
R18-00760,83600000,300000
R18-00761,26250000,60000
R18-00762,56270000,150000
R18-00763,103350000,300000
R18-00764,14310000,40000
R18-00765,76330000,300000
R18-00766,60950000,150000
R18-00767,12470000,40000
R18-00768,22370000,60000
R18-00769,83640000,300000
R18-00770,17230000,40000
R18-00771,102110000,300000
R18-00772,13900000,40000
R18-00773,27450000,60000
R18-00774,11390000,40000
R18-00775,23310000,60000
R18-00776,60980000,150000
R18-00777,98830000,300000
R18-00778,45350000,150000
R18-00779,3310000,0
R18-00780,117460000,300000
R18-00781,12950000,40000
R18-00782,12610000,40000
R18-00783,45090000,150000
R18-00784,15440000,40000
R18-00785,37930000,150000
R18-00786,45280000,150000
R18-00787,13490000,40000
R18-00788,15110000,40000
R18-00789,3630000,0
R18-00790,5000000,20000
R18-00791,145100000,600000
R18-00792,65560000,150000
R18-00793,3200000,0
R18-00794,41900000,150000
R18-00795,23850000,60000
R18-00796,16280000,40000
R18-00797,34270000,150000
R18-00798,75450000,300000
R18-00799,71220000,300000
R18-00800,1250000,0
R18-00801,35810000,150000
R18-00802,25260000,60000
R18-00803,34110000,150000
R18-00804,42890000,150000
R18-00805,21250000,60000
R18-00806,14880000,40000
R18-00807,1170000,0
R18-00808,6770000,20000
R18-00809,50280000,150000
R18-00810,3990000,0
R18-00811,63730000,150000
R18-00812,66170000,150000
R18-00813,72260000,300000
R18-00814,97400000,300000
R18-00815,27510000,60000
R18-00816,51800000,150000
R18-00817,63350000,150000
R18-00818,24250000,60000
R18-00819,37780000,150000
R18-00820,133320000,300000
R18-00821,22920000,60000
R18-00822,5000000,20000
R18-00823,63090000,150000
R18-00824,100400000,300000
R18-00825,5560000,20000
R18-00826,4280000,0
R18-00827,36640000,150000
R18-00828,55070000,150000
R18-00829,71170000,300000
R18-00830,22120000,60000
R18-00831,21210000,60000
R18-00832,23350000,60000
R18-00833,82420000,300000
R18-00834,79950000,300000
R18-00835,51070000,150000
R18-00836,86500000,300000
R18-00837,18960000,40000
R18-00838,38030000,150000
R18-00839,21180000,60000
R18-00840,64960000,150000
R18-00841,54860000,150000
R18-00842,48190000,150000
R18-00843,57730000,150000
R18-00844,47230000,150000
R18-00845,23850000,60000
R18-00846,59260000,150000
R18-00847,51390000,150000
R18-00848,42060000,150000
R18-00849,64700000,150000
R18-00850,23700000,60000
R18-00851,46000000,150000
R18-00852,14140000,40000
R18-00853,24770000,60000
R18-00854,84010000,300000
R18-00855,2620000,0
R18-00856,21870000,60000
R18-00857,26120000,60000
R18-00858,13930000,40000
R18-00859,73860000,300000
R18-00860,62380000,150000
R18-00861,34220000,150000
R18-00862,63660000,150000
R18-00863,41520000,150000
R18-00864,63540000,150000
R18-00865,27860000,60000
R18-00866,64240000,150000
R18-00867,76470000,300000
R18-00868,47540000,150000
R18-00869,88180000,300000
R18-00870,73480000,300000
R18-00871,22970000,60000
R18-00872,44890000,150000
R18-00873,47780000,150000
R18-00874,61390000,150000
R18-00875,83740000,300000
R18-00876,35870000,150000
R18-00877,12980000,40000
R18-00878,38190000,150000
R18-00879,131970000,300000
R18-00880,90230000,300000
R18-00881,3190000,0
R18-00882,55100000,150000
R18-00883,41280000,150000
R18-00884,21380000,60000
R18-00885,93030000,300000
R18-00886,47410000,150000
R18-00887,10950000,40000
R18-00888,84790000,300000
R18-00889,21230000,60000
R18-00890,51720000,150000
R18-00891,53880000,150000
R18-00892,2750000,0
R18-00893,45410000,150000
R18-00894,61510000,150000
R18-00895,22370000,60000
R18-00896,12680000,40000
R18-00897,26120000,60000
R18-00898,43720000,150000
R18-00899,61720000,150000
