고객ID,타사이전금액,혜택금액
R07-00000,5810000,20000
R07-00001,54350000,150000
R07-00002,3420000,0
R07-00003,88010000,300000
R07-00004,25660000,60000
R07-00005,25170000,60000
R07-00006,102040000,300000
R07-00007,53330000,150000
R07-00008,25950000,60000
R07-00009,54830000,150000
R07-00010,16980000,40000
R07-00011,72180000,300000
R07-00012,22960000,60000
R07-00013,2790000,0
R07-00014,62480000,150000
R07-00015,21770000,60000
R07-00016,5760000,20000
R07-00017,96420000,300000
R07-00018,11090000,40000
R07-00019,30330000,60000
R07-00020,81960000,300000
R07-00021,17130000,40000
R07-00022,82460000,300000
R07-00023,124760000,300000
R07-00024,82100000,300000
R07-00025,12960000,40000
R07-00026,71790000,300000
R07-00027,34030000,150000
R07-00028,16770000,40000
R07-00029,32130000,60000
R07-00030,74730000,300000
R07-00031,87950000,300000
R07-00032,106790000,300000
R07-00033,33930000,150000
R07-00034,71540000,300000
R07-00035,133530000,600000
R07-00036,22320000,60000
R07-00037,26500000,60000
R07-00038,45580000,150000
R07-00039,35390000,150000
R07-00040,116300000,300000
R07-00041,14890000,40000
R07-00042,23480000,60000
R07-00043,5020000,20000
R07-00044,1060000,0
R07-00045,56560000,150000
R07-00046,18400000,40000
R07-00047,14510000,40000
R07-00048,136700000,600000
R07-00049,2290000,0
R07-00050,21460000,60000
R07-00051,21130000,60000
R07-00052,12980000,40000
R07-00053,43900000,150000
R07-00054,18970000,40000
R07-00055,8220000,20000
R07-00056,23920000,60000
R07-00057,3600000,0
R07-00058,46810000,150000
R07-00059,112830000,300000
R07-00060,11090000,40000
R07-00061,66080000,150000
R07-00062,14180000,40000
R07-00063,75910000,300000
R07-00064,12260000,40000
R07-00065,25090000,60000
R07-00066,56080000,150000
R07-00067,37100000,150000
R07-00068,24710000,60000
R07-00069,82890000,300000
R07-00070,64200000,150000
R07-00071,46940000,150000
R07-00072,14900000,40000
R07-00073,37180000,150000
R07-00074,23420000,60000
R07-00075,13190000,40000
R07-00076,1830000,0
R07-00077,73220000,300000
R07-00078,4840000,0
R07-00079,3280000,0
R07-00080,16670000,40000
R07-00081,12810000,40000
R07-00082,21590000,60000
R07-00083,43280000,150000
R07-00084,74440000,300000
R07-00085,15490000,40000
R07-00086,5200000,20000
R07-00087,21200000,60000
R07-00088,23900000,60000
R07-00089,75790000,300000
R07-00090,2590000,0
R07-00091,5980000,20000
R07-00092,15810000,40000
R07-00093,52770000,150000
R07-00094,4310000,0
R07-00095,46770000,150000
R07-00096,45550000,150000
R07-00097,14130000,40000
R07-00098,103080000,300000
R07-00099,32850000,60000
R07-00100,71450000,300000
R07-00101,84900000,300000
R07-00102,52580000,150000
R07-00103,37360000,150000
R07-00104,33540000,150000
R07-00105,44300000,150000
R07-00106,13250000,40000
R07-00107,45760000,150000
R07-00108,4810000,0
R07-00109,33160000,60000
R07-00110,83870000,300000
R07-00111,41540000,150000
R07-00112,22360000,60000
R07-00113,17050000,40000
R07-00114,96220000,300000
R07-00115,53820000,150000
R07-00116,80840000,300000
R07-00117,1630000,0
R07-00118,42620000,150000
R07-00119,55720000,150000
R07-00120,33790000,150000
R07-00121,27880000,60000
R07-00122,16060000,40000
R07-00123,65460000,150000
R07-00124,22200000,60000
R07-00125,22590000,60000
R07-00126,16950000,40000
R07-00127,4040000,0
R07-00128,61740000,150000
R07-00129,15370000,40000
R07-00130,28040000,60000
R07-00131,26750000,60000
R07-00132,6720000,20000
R07-00133,48720000,150000
R07-00134,42180000,150000
R07-00135,2580000,0
R07-00136,82600000,300000
R07-00137,31120000,60000
R07-00138,82420000,300000
R07-00139,5560000,20000
R07-00140,2170000,0
R07-00141,24340000,60000
R07-00142,15770000,40000
R07-00143,133110000,300000
R07-00144,1480000,0
R07-00145,33970000,150000
R07-00146,22150000,60000
R07-00147,63340000,150000
R07-00148,42450000,150000
R07-00149,27990000,60000
R07-00150,43470000,150000
R07-00151,52340000,150000
R07-00152,36540000,150000
R07-00153,41710000,150000
R07-00154,52090000,150000
R07-00155,62300000,150000
R07-00156,50790000,150000
R07-00157,61100000,150000
R07-00158,2100000,0
R07-00159,65000000,150000
R07-00160,6590000,20000
R07-00161,17610000,40000
R07-00162,66200000,150000
R07-00163,3620000,0
R07-00164,3980000,0
R07-00165,61990000,150000
R07-00166,23220000,60000
R07-00167,40670000,150000
R07-00168,16300000,40000
R07-00169,1500000,0
R07-00170,11750000,40000
R07-00171,3860000,0
R07-00172,13490000,40000
R07-00173,12410000,40000
R07-00174,22630000,60000
R07-00175,4080000,0
R07-00176,4840000,0
