고객ID,타사이전금액,혜택금액
R19-00000,64650000,150000
R19-00001,7110000,20000
R19-00002,64360000,150000
R19-00003,11850000,40000
R19-00004,7990000,20000
R19-00005,47440000,150000
R19-00006,91970000,300000
R19-00007,37050000,150000
R19-00008,13250000,40000
R19-00009,2810000,0
R19-00010,57140000,150000
R19-00011,56450000,150000
R19-00012,1100000,0
R19-00013,3760000,0
R19-00014,12190000,40000
R19-00015,112140000,300000
R19-00016,81560000,300000
R19-00017,13010000,40000
R19-00018,62330000,150000
R19-00019,24250000,60000
R19-00020,12920000,40000
R19-00021,43520000,150000
R19-00022,41990000,150000
R19-00023,45680000,150000
R19-00024,84630000,300000
R19-00025,92910000,300000
R19-00026,44420000,150000
R19-00027,11550000,40000
R19-00028,51640000,150000
R19-00029,12630000,40000
R19-00030,44720000,150000
R19-00031,32350000,60000
R19-00032,26670000,60000
R19-00033,14980000,40000
R19-00034,34530000,150000
R19-00035,52080000,150000
R19-00036,73570000,300000
R19-00037,63760000,150000
R19-00038,74070000,300000
R19-00039,26780000,60000
R19-00040,1820000,0
R19-00041,33060000,60000
R19-00042,38030000,150000
R19-00043,74740000,300000
R19-00044,76510000,300000
R19-00045,13000000,40000
R19-00046,4400000,0
R19-00047,52140000,150000
R19-00048,4750000,0
R19-00049,112390000,300000
R19-00050,27060000,60000
R19-00051,21180000,60000
R19-00052,91100000,300000
R19-00053,104960000,300000
R19-00054,62190000,150000
R19-00055,7860000,20000
R19-00056,103180000,300000
R19-00057,74080000,300000
R19-00058,33590000,150000
R19-00059,39150000,150000
R19-00060,3880000,0
R19-00061,78160000,300000
R19-00062,3100000,0
R19-00063,52160000,150000
R19-00064,150690000,600000
R19-00065,47770000,150000
R19-00066,2090000,0
R19-00067,23750000,60000
R19-00068,810000,0
R19-00069,26270000,60000
R19-00070,5190000,20000
R19-00071,43170000,150000
R19-00072,50930000,150000
R19-00073,2790000,0
R19-00074,26680000,60000
R19-00075,34200000,150000
R19-00076,45100000,150000
R19-00077,17190000,40000
R19-00078,2490000,0
R19-00079,111050000,300000
R19-00080,960000,0
R19-00081,17160000,40000
R19-00082,43370000,150000
R19-00083,93970000,300000
R19-00084,2170000,0
R19-00085,3640000,0
R19-00086,45770000,150000
R19-00087,2520000,0
R19-00088,42280000,150000
R19-00089,3830000,0
R19-00090,21940000,60000
R19-00091,86930000,300000
R19-00092,27570000,60000
R19-00093,14930000,40000
R19-00094,24830000,60000
R19-00095,38000000,150000
R19-00096,12900000,40000
R19-00097,72460000,300000
R19-00098,2750000,0
R19-00099,43370000,150000
R19-00100,31740000,60000
R19-00101,33900000,150000
R19-00102,38860000,150000
R19-00103,53570000,150000
R19-00104,15970000,40000
R19-00105,13670000,40000
R19-00106,95560000,300000
R19-00107,3210000,0
R19-00108,23430000,60000
R19-00109,35850000,150000
R19-00110,76990000,300000
R19-00111,14930000,40000
R19-00112,42640000,150000
R19-00113,74360000,300000
R19-00114,82590000,300000
R19-00115,53840000,150000
R19-00116,153100000,600000
R19-00117,64540000,150000
R19-00118,240000,0
R19-00119,4100000,0
R19-00120,1770000,0
R19-00121,31710000,60000
R19-00122,96150000,300000
R19-00123,15020000,40000
R19-00124,3000000,0
R19-00125,65470000,150000
R19-00126,70680000,300000
R19-00127,1800000,0
R19-00128,115960000,300000
R19-00129,21730000,60000
R19-00130,54980000,150000
R19-00131,11040000,40000
R19-00132,42490000,150000
R19-00133,24010000,60000
R19-00134,57750000,150000
R19-00135,25420000,60000
R19-00136,1220000,0
R19-00137,124010000,300000
R19-00138,63990000,150000
R19-00139,84260000,300000
R19-00140,73000000,300000
R19-00141,40380000,150000
R19-00142,117080000,300000
R19-00143,102410000,300000
R19-00144,36710000,150000
R19-00145,83570000,300000
R19-00146,35190000,150000
R19-00147,30740000,60000
R19-00148,52580000,150000
R19-00149,64120000,150000
R19-00150,45060000,150000
R19-00151,2590000,0
R19-00152,2070000,0
R19-00153,101070000,300000
R19-00154,65230000,150000
R19-00155,2510000,0
R19-00156,2500000,0
R19-00157,32490000,60000
R19-00158,42670000,150000
R19-00159,74690000,300000
R19-00160,53310000,150000
R19-00161,41660000,150000
R19-00162,72190000,300000
R19-00163,76440000,300000
R19-00164,14620000,40000
R19-00165,23000000,60000
R19-00166,92960000,300000
R19-00167,1950000,0
R19-00168,16670000,40000
R19-00169,71880000,300000
R19-00170,44220000,150000
R19-00171,24540000,60000
R19-00172,16360000,40000
R19-00173,15600000,40000
R19-00174,14990000,40000
R19-00175,31160000,60000
R19-00176,94580000,300000
R19-00177,12610000,40000
R19-00178,92340000,300000
R19-00179,15310000,40000
R19-00180,16910000,40000
R19-00181,53510000,150000
R19-00182,74100000,300000
R19-00183,27900000,60000
R19-00184,55210000,150000
R19-00185,12270000,40000
R19-00186,32760000,60000
R19-00187,12220000,40000
R19-00188,65670000,150000
R19-00189,81960000,300000
R19-00190,33860000,150000
R19-00191,53300000,150000
R19-00192,20950000,60000
R19-00193,25280000,60000
R19-00194,62400000,150000
R19-00195,5790000,20000
R19-00196,28040000,60000
R19-00197,7430000,20000
R19-00198,91480000,300000
R19-00199,25950000,60000
R19-00200,24530000,60000
R19-00201,13810000,40000
R19-00202,43730000,150000
R19-00203,52300000,150000
R19-00204,5520000,20000
R19-00205,31640000,60000
R19-00206,19020000,40000
R19-00207,24750000,60000
R19-00208,28350000,60000
R19-00209,18040000,40000
R19-00210,61210000,150000
R19-00211,53520000,150000
R19-00212,5330000,20000
R19-00213,2250000,0
R19-00214,53440000,150000
R19-00215,22490000,60000
R19-00216,14110000,40000
R19-00217,13830000,40000
R19-00218,40860000,150000
R19-00219,38200000,150000
R19-00220,44030000,150000
R19-00221,23890000,60000
R19-00222,70940000,300000
R19-00223,20380000,60000
R19-00224,119450000,300000
R19-00225,33420000,150000
R19-00226,3850000,0
R19-00227,1650000,0
R19-00228,24560000,60000
R19-00229,13630000,40000
R19-00230,82240000,300000
R19-00231,96400000,300000
R19-00232,2840000,0
R19-00233,10990000,40000
R19-00234,47290000,150000
R19-00235,26080000,60000
R19-00236,44240000,150000
R19-00237,42340000,150000
R19-00238,54350000,150000
R19-00239,75200000,300000
R19-00240,32410000,60000
R19-00241,42130000,150000
R19-00242,10460000,40000
R19-00243,54880000,150000
R19-00244,31240000,60000
R19-00245,94800000,300000
R19-00246,222690000,1000000
R19-00247,15050000,40000
R19-00248,75790000,300000
R19-00249,41630000,150000
R19-00250,5020000,20000
R19-00251,42020000,150000
R19-00252,11170000,40000
R19-00253,5860000,20000
R19-00254,23130000,60000
R19-00255,2090000,0
R19-00256,11950000,40000
R19-00257,4440000,0
R19-00258,23320000,60000
R19-00259,51980000,150000
R19-00260,65360000,150000
R19-00261,37490000,150000
R19-00262,32250000,60000
R19-00263,51880000,150000
R19-00264,30540000,60000
R19-00265,60610000,150000
R19-00266,6820000,20000
R19-00267,44080000,150000
R19-00268,26270000,60000
R19-00269,91800000,300000
R19-00270,14730000,40000
R19-00271,21280000,60000
R19-00272,12050000,40000
R19-00273,52010000,150000
R19-00274,46700000,150000
R19-00275,5210000,20000
R19-00276,37520000,150000
R19-00277,54630000,150000
R19-00278,68560000,300000
R19-00279,41970000,150000
R19-00280,55560000,150000
R19-00281,62440000,150000
R19-00282,3860000,0
R19-00283,46220000,150000
R19-00284,83830000,300000
R19-00285,16210000,40000
R19-00286,20820000,60000
R19-00287,42280000,150000
R19-00288,65570000,150000
R19-00289,15930000,40000
R19-00290,55870000,150000
R19-00291,17790000,40000
R19-00292,40800000,150000
R19-00293,91580000,300000
R19-00294,71110000,300000
R19-00295,56670000,150000
R19-00296,25610000,60000
R19-00297,41870000,150000
R19-00298,52720000,150000
R19-00299,3470000,0
R19-00300,52250000,150000
R19-00301,102130000,300000
R19-00302,61790000,150000
R19-00303,62590000,150000
R19-00304,4850000,0
R19-00305,18060000,40000
R19-00306,15760000,40000
R19-00307,5730000,20000
R19-00308,51920000,150000
R19-00309,22790000,60000
R19-00310,41990000,150000
R19-00311,92680000,300000
R19-00312,24670000,60000
R19-00313,12810000,40000
R19-00314,78280000,300000
R19-00315,900000,0
R19-00316,51820000,150000
R19-00317,74440000,300000
R19-00318,21590000,60000
R19-00319,151710000,600000
R19-00320,2610000,0
R19-00321,54510000,150000
R19-00322,91570000,300000
R19-00323,43380000,150000
R19-00324,44390000,150000
R19-00325,111490000,300000
R19-00326,1770000,0
R19-00327,4170000,0
R19-00328,11940000,40000
R19-00329,4450000,0
R19-00330,27650000,60000
R19-00331,82950000,300000
R19-00332,12600000,40000
R19-00333,2230000,0
R19-00334,45150000,150000
R19-00335,42800000,150000
R19-00336,6610000,20000
R19-00337,35030000,150000
R19-00338,73660000,300000
R19-00339,80170000,300000
R19-00340,2780000,0
R19-00341,35700000,150000
R19-00342,45760000,150000
R19-00343,200000,0
R19-00344,18070000,40000
R19-00345,47080000,150000
R19-00346,41240000,150000
R19-00347,12490000,40000
R19-00348,18050000,40000
R19-00349,57300000,150000
R19-00350,4280000,0
R19-00351,52170000,150000
R19-00352,84250000,300000
R19-00353,46960000,150000
R19-00354,104380000,300000
R19-00355,62230000,150000
R19-00356,125320000,300000
R19-00357,25450000,60000
R19-00358,54860000,150000
R19-00359,63100000,150000
R19-00360,5330000,20000
R19-00361,61100000,150000
R19-00362,28820000,60000
R19-00363,17610000,40000
R19-00364,3820000,0
R19-00365,3280000,0
R19-00366,3100000,0
R19-00367,75450000,300000
R19-00368,73160000,300000
R19-00369,1810000,0
R19-00370,46120000,150000
R19-00371,42620000,150000
R19-00372,124470000,300000
R19-00373,35440000,150000
R19-00374,45470000,150000
R19-00375,103280000,300000
R19-00376,44410000,150000
R19-00377,143440000,600000
R19-00378,34020000,150000
R19-00379,36520000,150000
R19-00380,41890000,150000
R19-00381,31330000,60000
R19-00382,3470000,0
R19-00383,70370000,300000
R19-00384,12870000,40000
R19-00385,44450000,150000
R19-00386,76290000,300000
R19-00387,70510000,300000
R19-00388,11430000,40000
R19-00389,6190000,20000
R19-00390,31980000,60000
R19-00391,37300000,150000
R19-00392,920000,0
R19-00393,22440000,60000
R19-00394,1400000,0
R19-00395,57570000,150000
R19-00396,3860000,0
R19-00397,14340000,40000
R19-00398,109190000,300000
R19-00399,3660000,0
R19-00400,67300000,300000
R19-00401,9180000,20000
R19-00402,4350000,0
R19-00403,74800000,300000
R19-00404,105940000,300000
R19-00405,53670000,150000
R19-00406,55050000,150000
R19-00407,830000,0
R19-00408,173640000,600000
R19-00409,15550000,40000
R19-00410,47390000,150000
R19-00411,14320000,40000
R19-00412,1820000,0
R19-00413,27740000,60000
R19-00414,63440000,150000
R19-00415,12630000,40000
R19-00416,25220000,60000
R19-00417,11600000,40000
R19-00418,51170000,150000
R19-00419,44800000,150000
R19-00420,91410000,300000
R19-00421,46370000,150000
R19-00422,11610000,40000
R19-00423,3270000,0
R19-00424,54370000,150000
R19-00425,14610000,40000
R19-00426,30560000,60000
R19-00427,40940000,150000
R19-00428,64120000,150000
R19-00429,1750000,0
R19-00430,42310000,150000
R19-00431,65990000,150000
R19-00432,24090000,60000
R19-00433,66900000,300000
R19-00434,3190000,0
R19-00435,35750000,150000
R19-00436,22080000,60000
R19-00437,27680000,60000
R19-00438,45130000,150000
R19-00439,33470000,150000
R19-00440,112600000,300000
R19-00441,31330000,60000
R19-00442,22080000,60000
R19-00443,67610000,300000
R19-00444,43220000,150000
R19-00445,62540000,150000
R19-00446,16070000,40000
R19-00447,1220000,0
R19-00448,62190000,150000
R19-00449,36130000,150000
R19-00450,11900000,40000
R19-00451,6160000,20000
R19-00452,83950000,300000
R19-00453,43340000,150000
R19-00454,22830000,60000
R19-00455,53280000,150000
R19-00456,74490000,300000
R19-00457,12990000,40000
R19-00458,38210000,150000
R19-00459,21720000,60000
R19-00460,40350000,150000
R19-00461,14580000,40000
R19-00462,25400000,60000
R19-00463,24960000,60000
R19-00464,31780000,60000
R19-00465,41980000,150000
R19-00466,106090000,300000
R19-00467,5710000,20000
R19-00468,37030000,150000
R19-00469,11680000,40000
R19-00470,56950000,150000
R19-00471,233310000,1000000
R19-00472,82160000,300000
R19-00473,113450000,300000
R19-00474,31210000,60000
R19-00475,34550000,150000
R19-00476,66610000,150000
R19-00477,3410000,0
R19-00478,7730000,20000
R19-00479,52820000,150000
R19-00480,82430000,300000
R19-00481,85520000,300000
R19-00482,86040000,300000
R19-00483,62810000,150000
R19-00484,37650000,150000
R19-00485,36160000,150000
R19-00486,53750000,150000
R19-00487,3780000,0
R19-00488,91530000,300000
R19-00489,2760000,0
R19-00490,102830000,300000
R19-00491,66430000,150000
R19-00492,57360000,150000
R19-00493,26770000,60000
R19-00494,64600000,150000
R19-00495,143490000,600000
R19-00496,87330000,300000
R19-00497,53150000,150000
R19-00498,24780000,60000
R19-00499,54420000,150000
R19-00500,16420000,40000
R19-00501,10790000,40000
R19-00502,41170000,150000
R19-00503,32680000,60000
R19-00504,62090000,150000
R19-00505,53930000,150000
R19-00506,5070000,20000
R19-00507,13920000,40000
R19-00508,61000000,150000
R19-00509,82720000,300000
R19-00510,53090000,150000
R19-00511,88870000,300000
R19-00512,64440000,150000
R19-00513,56040000,150000
R19-00514,12360000,40000
R19-00515,4320000,0
R19-00516,11820000,40000
R19-00517,60270000,150000
R19-00518,31860000,60000
R19-00519,4940000,0
R19-00520,3800000,0
R19-00521,63570000,150000
R19-00522,33880000,150000
R19-00523,51610000,150000
R19-00524,33810000,150000
R19-00525,3280000,0
R19-00526,31290000,60000
R19-00527,41960000,150000
R19-00528,3760000,0
R19-00529,154590000,600000
R19-00530,72450000,300000
R19-00531,1540000,0
R19-00532,139060000,600000
R19-00533,43990000,150000
R19-00534,1290000,0
R19-00535,31890000,60000
R19-00536,106040000,300000
R19-00537,20490000,60000
R19-00538,64380000,150000
R19-00539,5080000,20000
R19-00540,1780000,0
R19-00541,14760000,40000
R19-00542,32170000,60000
R19-00543,32570000,60000
R19-00544,44190000,150000
R19-00545,14030000,40000
R19-00546,11300000,40000
R19-00547,49100000,150000
R19-00548,11230000,40000
R19-00549,11700000,40000
R19-00550,46690000,150000
R19-00551,1800000,0
R19-00552,3700000,0
R19-00553,90740000,300000
R19-00554,72790000,300000
R19-00555,42670000,150000
R19-00556,47660000,150000
R19-00557,112770000,300000
R19-00558,81420000,300000
R19-00559,24270000,60000
R19-00560,69090000,300000
R19-00561,102080000,300000
R19-00562,33100000,60000
R19-00563,29060000,60000
R19-00564,53740000,150000
R19-00565,46830000,150000
R19-00566,17780000,40000
R19-00567,122800000,300000
R19-00568,32580000,60000
R19-00569,65480000,150000
R19-00570,4710000,0
R19-00571,108130000,300000
R19-00572,104950000,300000
R19-00573,12860000,40000
R19-00574,3050000,0
R19-00575,2430000,0
R19-00576,53250000,150000
R19-00577,26520000,60000
