고객ID,타사이전금액,혜택금액
R10-00000,126400000,300000
R10-00001,23770000,60000
R10-00002,23050000,60000
R10-00003,50480000,150000
R10-00004,70770000,300000
R10-00005,12800000,40000
R10-00006,12670000,40000
R10-00007,84740000,300000
R10-00008,40790000,150000
R10-00009,10920000,40000
R10-00010,81770000,300000
R10-00011,16830000,40000
R10-00012,32470000,60000
R10-00013,56190000,150000
R10-00014,121040000,300000
R10-00015,4570000,0
R10-00016,5860000,20000
R10-00017,62500000,150000
R10-00018,42790000,150000
R10-00019,49800000,150000
R10-00020,74230000,300000
R10-00021,46920000,150000
R10-00022,1410000,0
R10-00023,35990000,150000
R10-00024,114680000,300000
R10-00025,61140000,150000
R10-00026,66870000,300000
R10-00027,5100000,20000
R10-00028,32320000,60000
R10-00029,53890000,150000
R10-00030,21330000,60000
R10-00031,57090000,150000
R10-00032,7530000,20000
R10-00033,580000,0
R10-00034,91230000,300000
R10-00035,56240000,150000
R10-00036,51830000,150000
R10-00037,2590000,0
R10-00038,31860000,60000
R10-00039,24900000,60000
R10-00040,15590000,40000
R10-00041,78310000,300000
R10-00042,110340000,300000
R10-00043,53240000,150000
R10-00044,4730000,0
R10-00045,510000,0
R10-00046,3620000,0
R10-00047,7290000,20000
R10-00048,81180000,300000
R10-00049,34690000,150000
R10-00050,14930000,40000
R10-00051,25140000,60000
R10-00052,1890000,0
R10-00053,133300000,300000
R10-00054,1330000,0
R10-00055,11280000,40000
R10-00056,16180000,40000
R10-00057,5960000,20000
R10-00058,34280000,150000
R10-00059,42570000,150000
R10-00060,26590000,60000
R10-00061,50870000,150000
R10-00062,32750000,60000
R10-00063,25630000,60000
R10-00064,54140000,150000
R10-00065,10550000,40000
R10-00066,36610000,150000
R10-00067,72420000,300000
R10-00068,11000000,40000
R10-00069,54770000,150000
R10-00070,95760000,300000
R10-00071,33310000,60000
R10-00072,12320000,40000
R10-00073,84320000,300000
R10-00074,4430000,0
R10-00075,32300000,60000
R10-00076,50950000,150000
R10-00077,113440000,300000
R10-00078,103960000,300000
R10-00079,14640000,40000
R10-00080,4480000,0
R10-00081,34930000,150000
R10-00082,21170000,60000
R10-00083,44810000,150000
R10-00084,53360000,150000
R10-00085,141400000,600000
R10-00086,21930000,60000
R10-00087,27070000,60000
R10-00088,65030000,150000
R10-00089,43390000,150000
R10-00090,107890000,300000
R10-00091,153400000,600000
R10-00092,580000,0
R10-00093,13010000,40000
R10-00094,56400000,150000
R10-00095,20760000,60000
R10-00096,34250000,150000
R10-00097,41450000,150000
R10-00098,13560000,40000
R10-00099,61780000,150000
R10-00100,2630000,0
R10-00101,81950000,300000
R10-00102,45330000,150000
R10-00103,111860000,300000
R10-00104,21710000,60000
R10-00105,107850000,300000
R10-00106,8350000,20000
R10-00107,6690000,20000
R10-00108,95050000,300000
R10-00109,23060000,60000
R10-00110,5040000,20000
R10-00111,73650000,300000
R10-00112,21720000,60000
R10-00113,24350000,60000
R10-00114,112730000,300000
R10-00115,6940000,20000
R10-00116,41470000,150000
R10-00117,24660000,60000
R10-00118,66260000,150000
R10-00119,54390000,150000
R10-00120,11750000,40000
R10-00121,15900000,40000
R10-00122,71270000,300000
R10-00123,24460000,60000
R10-00124,12100000,40000
R10-00125,12610000,40000
R10-00126,75200000,300000
R10-00127,54860000,150000
R10-00128,28090000,60000
R10-00129,15590000,40000
R10-00130,46580000,150000
R10-00131,10830000,40000
R10-00132,60920000,150000
R10-00133,178080000,600000
R10-00134,17130000,40000
R10-00135,31720000,60000
R10-00136,33530000,150000
R10-00137,54290000,150000
R10-00138,34630000,150000
R10-00139,7330000,20000
R10-00140,42930000,150000
R10-00141,63690000,150000
R10-00142,52460000,150000
R10-00143,1750000,0
R10-00144,24130000,60000
R10-00145,24220000,60000
R10-00146,33760000,150000
R10-00147,131690000,300000
R10-00148,25140000,60000
R10-00149,65410000,150000
R10-00150,7050000,20000
R10-00151,93660000,300000
R10-00152,44800000,150000
R10-00153,22620000,60000
R10-00154,23290000,60000
R10-00155,63100000,150000
R10-00156,32010000,60000
R10-00157,990000,0
R10-00158,94220000,300000
R10-00159,114620000,300000
R10-00160,57590000,150000
R10-00161,36260000,150000
R10-00162,32170000,60000
R10-00163,4060000,0
R10-00164,42530000,150000
R10-00165,12950000,40000
R10-00166,14990000,40000
R10-00167,1850000,0
R10-00168,55170000,150000
R10-00169,4080000,0
R10-00170,53560000,150000
R10-00171,2270000,0
R10-00172,92310000,300000
R10-00173,34560000,150000
R10-00174,4030000,0
R10-00175,45490000,150000
R10-00176,5270000,20000
R10-00177,37790000,150000
R10-00178,4130000,0
R10-00179,5520000,20000
R10-00180,62510000,150000
R10-00181,52220000,150000
R10-00182,36890000,150000
R10-00183,31990000,60000
R10-00184,14360000,40000
R10-00185,45690000,150000
R10-00186,31110000,60000
R10-00187,26080000,60000
R10-00188,7580000,20000
R10-00189,77600000,300000
R10-00190,3940000,0
R10-00191,61090000,150000
R10-00192,32360000,60000
R10-00193,2400000,0
R10-00194,76820000,300000
R10-00195,61650000,150000
R10-00196,44070000,150000
R10-00197,42160000,150000
R10-00198,65150000,150000
R10-00199,143570000,600000
R10-00200,7880000,20000
R10-00201,7130000,20000
R10-00202,54150000,150000
R10-00203,2080000,0
R10-00204,54400000,150000
R10-00205,30670000,60000
R10-00206,46070000,150000
R10-00207,154690000,600000
R10-00208,105200000,300000
R10-00209,24530000,60000
R10-00210,88750000,300000
R10-00211,41840000,150000
R10-00212,61400000,150000
R10-00213,20920000,60000
R10-00214,83380000,300000
R10-00215,15730000,40000
R10-00216,35110000,150000
R10-00217,36640000,150000
R10-00218,5600000,20000
R10-00219,22960000,60000
R10-00220,65990000,150000
R10-00221,16980000,40000
R10-00222,700000,0
R10-00223,102860000,300000
R10-00224,48140000,150000
R10-00225,77160000,300000
R10-00226,14590000,40000
R10-00227,11050000,40000
R10-00228,72090000,300000
R10-00229,83460000,300000
R10-00230,22120000,60000
R10-00231,70820000,300000
R10-00232,38390000,150000
R10-00233,36950000,150000
R10-00234,24720000,60000
R10-00235,87290000,300000
R10-00236,16630000,40000
R10-00237,6730000,20000
R10-00238,11710000,40000
R10-00239,50590000,150000
R10-00240,33630000,150000
R10-00241,22190000,60000
R10-00242,13410000,40000
R10-00243,115200000,300000
R10-00244,107960000,300000
R10-00245,55680000,150000
R10-00246,102960000,300000
R10-00247,1500000,0
R10-00248,64250000,150000
R10-00249,15200000,40000
R10-00250,74740000,300000
R10-00251,4060000,0
R10-00252,730000,0
R10-00253,23340000,60000
R10-00254,1240000,0
R10-00255,10800000,40000
R10-00256,102270000,300000
R10-00257,152560000,600000
R10-00258,45530000,150000
R10-00259,18320000,40000
R10-00260,12230000,40000
R10-00261,31490000,60000
R10-00262,104850000,300000
R10-00263,54560000,150000
R10-00264,25480000,60000
R10-00265,7340000,20000
R10-00266,5740000,20000
R10-00267,26650000,60000
R10-00268,41660000,150000
R10-00269,63590000,150000
R10-00270,3120000,0
R10-00271,61850000,150000
R10-00272,9510000,20000
R10-00273,96070000,300000
R10-00274,12700000,40000
R10-00275,6090000,20000
R10-00276,73180000,300000
R10-00277,72160000,300000
R10-00278,5250000,20000
R10-00279,2820000,0
R10-00280,22800000,60000
R10-00281,93990000,300000
R10-00282,5720000,20000
R10-00283,88260000,300000
R10-00284,22990000,60000
R10-00285,114550000,300000
R10-00286,41260000,150000
R10-00287,4780000,0
R10-00288,66610000,150000
R10-00289,44920000,150000
R10-00290,43660000,150000
R10-00291,67420000,300000
R10-00292,73120000,300000
R10-00293,6030000,20000
R10-00294,94870000,300000
R10-00295,33230000,60000
R10-00296,3060000,0
R10-00297,33070000,60000
R10-00298,21820000,60000
R10-00299,44730000,150000
R10-00300,13050000,40000
R10-00301,36210000,150000
R10-00302,55950000,150000
R10-00303,1670000,0
R10-00304,1880000,0
R10-00305,12720000,40000
R10-00306,24190000,60000
R10-00307,17130000,40000
R10-00308,7150000,20000
R10-00309,8500000,20000
R10-00310,41550000,150000
R10-00311,92310000,300000
R10-00312,71650000,300000
R10-00313,8310000,20000
R10-00314,54460000,150000
R10-00315,11910000,40000
R10-00316,23600000,60000
R10-00317,43930000,150000
R10-00318,22650000,60000
R10-00319,25230000,60000
R10-00320,36510000,150000
R10-00321,1510000,0
R10-00322,3750000,0
R10-00323,49340000,150000
R10-00324,44460000,150000
R10-00325,24920000,60000
R10-00326,2640000,0
R10-00327,72730000,300000
R10-00328,66980000,300000
R10-00329,107730000,300000
R10-00330,92040000,300000
R10-00331,33360000,150000
R10-00332,91850000,300000
R10-00333,23750000,60000
R10-00334,3430000,0
R10-00335,113890000,300000
R10-00336,21030000,60000
R10-00337,61930000,150000
R10-00338,103410000,300000
R10-00339,88400000,300000
R10-00340,12470000,40000
R10-00341,13740000,40000
R10-00342,116950000,300000
R10-00343,4300000,0
R10-00344,26870000,60000
R10-00345,14750000,40000
R10-00346,46400000,150000
R10-00347,55860000,150000
R10-00348,33580000,150000
R10-00349,28960000,60000
R10-00350,28590000,60000
R10-00351,11710000,40000
R10-00352,62330000,150000
R10-00353,23810000,60000
R10-00354,33180000,60000
R10-00355,94900000,300000
R10-00356,57780000,150000
R10-00357,12460000,40000
R10-00358,55720000,150000
R10-00359,20840000,60000
R10-00360,3740000,0
R10-00361,23460000,60000
R10-00362,36570000,150000
R10-00363,65910000,150000
R10-00364,22260000,60000
R10-00365,92710000,300000
R10-00366,71270000,300000
R10-00367,32130000,60000
R10-00368,115390000,300000
R10-00369,35870000,150000
R10-00370,35720000,150000
R10-00371,61270000,150000
R10-00372,45480000,150000
R10-00373,101670000,300000
R10-00374,6030000,20000
R10-00375,48170000,150000
R10-00376,42080000,150000
R10-00377,71200000,300000
R10-00378,32600000,60000
R10-00379,3350000,0
R10-00380,35540000,150000
R10-00381,63990000,150000
R10-00382,49040000,150000
R10-00383,66080000,150000
R10-00384,102640000,300000
R10-00385,95350000,300000
R10-00386,13180000,40000
R10-00387,3420000,0
R10-00388,32550000,60000
R10-00389,3170000,0
R10-00390,64530000,150000
R10-00391,5240000,20000
R10-00392,2690000,0
R10-00393,14710000,40000
R10-00394,12190000,40000
R10-00395,20480000,60000
R10-00396,12050000,40000
R10-00397,3040000,0
R10-00398,31430000,60000
R10-00399,62250000,150000
R10-00400,103300000,300000
R10-00401,2040000,0
R10-00402,40760000,150000
R10-00403,13990000,40000
R10-00404,16710000,40000
R10-00405,12780000,40000
R10-00406,51010000,150000
R10-00407,42570000,150000
R10-00408,47930000,150000
R10-00409,31210000,60000
R10-00410,62800000,150000
R10-00411,11840000,40000
R10-00412,1240000,0
R10-00413,2130000,0
R10-00414,111350000,300000
R10-00415,134540000,600000
R10-00416,32520000,60000
R10-00417,17850000,40000
R10-00418,23420000,60000
R10-00419,13220000,40000
R10-00420,85530000,300000
R10-00421,110830000,300000
R10-00422,23490000,60000
R10-00423,1840000,0
R10-00424,53890000,150000
R10-00425,61850000,150000
R10-00426,86630000,300000
R10-00427,1140000,0
R10-00428,98440000,300000
R10-00429,64790000,150000
R10-00430,99470000,300000
R10-00431,18650000,40000
R10-00432,36560000,150000
R10-00433,45690000,150000
R10-00434,21950000,60000
R10-00435,75470000,300000
R10-00436,1410000,0
R10-00437,51590000,150000
R10-00438,1760000,0
R10-00439,13200000,40000
R10-00440,33820000,150000
R10-00441,21620000,60000
R10-00442,2440000,0
R10-00443,38420000,150000
R10-00444,61890000,150000
R10-00445,92630000,300000
R10-00446,64580000,150000
R10-00447,5640000,20000
R10-00448,1590000,0
R10-00449,59070000,150000
R10-00450,23260000,60000
R10-00451,11560000,40000
R10-00452,37040000,150000
R10-00453,147790000,600000
R10-00454,4350000,0
R10-00455,1390000,0
R10-00456,61400000,150000
R10-00457,2640000,0
R10-00458,42170000,150000
R10-00459,38570000,150000
R10-00460,5400000,20000
R10-00461,42120000,150000
R10-00462,61900000,150000
