고객ID,타사이전금액,혜택금액
R09-00000,69100000,300000
R09-00001,17750000,40000
R09-00002,8610000,20000
R09-00003,63710000,150000
R09-00004,47150000,150000
R09-00005,42890000,150000
R09-00006,43160000,150000
R09-00007,44340000,150000
R09-00008,75640000,300000
R09-00009,73860000,300000
R09-00010,350000,0
R09-00011,41690000,150000
R09-00012,43150000,150000
R09-00013,2930000,0
R09-00014,710000,0
R09-00015,61330000,150000
R09-00016,23490000,60000
R09-00017,11760000,40000
R09-00018,30500000,60000
R09-00019,62320000,150000
R09-00020,79310000,300000
R09-00021,33310000,60000
R09-00022,16510000,40000
R09-00023,62230000,150000
R09-00024,22730000,60000
R09-00025,5260000,20000
R09-00026,5990000,20000
R09-00027,63490000,150000
R09-00028,11760000,40000
R09-00029,22010000,60000
R09-00030,68000000,300000
R09-00031,115330000,300000
R09-00032,72870000,300000
R09-00033,12970000,40000
R09-00034,45400000,150000
R09-00035,34390000,150000
R09-00036,114360000,300000
R09-00037,104720000,300000
R09-00038,12710000,40000
R09-00039,76730000,300000
R09-00040,82490000,300000
R09-00041,52120000,150000
R09-00042,50720000,150000
R09-00043,35860000,150000
R09-00044,53320000,150000
R09-00045,134730000,600000
R09-00046,61640000,150000
R09-00047,5450000,20000
R09-00048,4650000,0
R09-00049,43300000,150000
R09-00050,75930000,300000
R09-00051,82230000,300000
R09-00052,31760000,60000
R09-00053,64670000,150000
R09-00054,116810000,300000
R09-00055,58830000,150000
R09-00056,97880000,300000
R09-00057,112470000,300000
R09-00058,22470000,60000
R09-00059,22620000,60000
R09-00060,5820000,20000
R09-00061,32140000,60000
R09-00062,61840000,150000
R09-00063,56440000,150000
R09-00064,23950000,60000
R09-00065,54140000,150000
R09-00066,17040000,40000
R09-00067,50960000,150000
R09-00068,44350000,150000
R09-00069,21170000,60000
R09-00070,51860000,150000
R09-00071,88200000,300000
R09-00072,61900000,150000
R09-00073,24180000,60000
R09-00074,12970000,40000
R09-00075,222290000,1000000
R09-00076,1570000,0
R09-00077,70260000,300000
R09-00078,32840000,60000
R09-00079,10370000,40000
R09-00080,171370000,600000
R09-00081,11550000,40000
R09-00082,111680000,300000
R09-00083,34990000,150000
R09-00084,2810000,0
R09-00085,5420000,20000
R09-00086,25680000,60000
R09-00087,32920000,60000
R09-00088,84070000,300000
R09-00089,76050000,300000
R09-00090,20950000,60000
R09-00091,12830000,40000
R09-00092,92040000,300000
R09-00093,11500000,40000
R09-00094,4340000,0
R09-00095,52040000,150000
R09-00096,41870000,150000
R09-00097,226210000,1000000
R09-00098,114040000,300000
R09-00099,62420000,150000
R09-00100,23270000,60000
R09-00101,91480000,300000
R09-00102,47410000,150000
R09-00103,2480000,0
R09-00104,3730000,0
R09-00105,37890000,150000
R09-00106,53740000,150000
R09-00107,6730000,20000
R09-00108,32220000,60000
R09-00109,16980000,40000
R09-00110,43500000,150000
R09-00111,81580000,300000
R09-00112,49730000,150000
R09-00113,31320000,60000
R09-00114,41960000,150000
R09-00115,32670000,60000
R09-00116,6540000,20000
R09-00117,9370000,20000
R09-00118,36450000,150000
R09-00119,82410000,300000
R09-00120,63980000,150000
R09-00121,6160000,20000
R09-00122,15140000,40000
R09-00123,37010000,150000
R09-00124,1150000,0
R09-00125,82000000,300000
R09-00126,44660000,150000
R09-00127,13020000,40000
R09-00128,14150000,40000
R09-00129,81610000,300000
R09-00130,51140000,150000
R09-00131,102630000,300000
R09-00132,64270000,150000
R09-00133,62410000,150000
R09-00134,34000000,150000
R09-00135,320000,0
R09-00136,24100000,60000
R09-00137,25050000,60000
R09-00138,21220000,60000
R09-00139,42730000,150000
R09-00140,2450000,0
R09-00141,104930000,300000
R09-00142,87470000,300000
R09-00143,82860000,300000
R09-00144,41730000,150000
R09-00145,35010000,150000
R09-00146,53300000,150000
R09-00147,37140000,150000
R09-00148,82530000,300000
R09-00149,68240000,300000
R09-00150,26980000,60000
R09-00151,61800000,150000
R09-00152,53260000,150000
R09-00153,105320000,300000
R09-00154,51760000,150000
R09-00155,32610000,60000
R09-00156,83210000,300000
R09-00157,19120000,40000
R09-00158,30840000,60000
R09-00159,50450000,150000
R09-00160,49300000,150000
R09-00161,102560000,300000
R09-00162,110740000,300000
R09-00163,3630000,0
R09-00164,81170000,300000
R09-00165,22570000,60000
R09-00166,14250000,40000
R09-00167,34850000,150000
R09-00168,1110000,0
R09-00169,82620000,300000
R09-00170,2530000,0
R09-00171,4140000,0
R09-00172,53320000,150000
R09-00173,136750000,600000
R09-00174,72290000,300000
R09-00175,6230000,20000
R09-00176,53100000,150000
R09-00177,84120000,300000
R09-00178,1880000,0
R09-00179,65740000,150000
R09-00180,45030000,150000
R09-00181,92920000,300000
R09-00182,76480000,300000
R09-00183,106410000,300000
R09-00184,103240000,300000
R09-00185,15670000,40000
R09-00186,71630000,300000
R09-00187,83220000,300000
R09-00188,16200000,40000
R09-00189,24140000,60000
R09-00190,62880000,150000
R09-00191,147570000,600000
R09-00192,70900000,300000
R09-00193,25410000,60000
R09-00194,33410000,150000
R09-00195,71980000,300000
R09-00196,25190000,60000
R09-00197,53220000,150000
R09-00198,25220000,60000
R09-00199,53580000,150000
R09-00200,13770000,40000
R09-00201,52530000,150000
R09-00202,54780000,150000
R09-00203,13540000,40000
R09-00204,34120000,150000
R09-00205,95470000,300000
R09-00206,90720000,300000
R09-00207,32780000,60000
R09-00208,1970000,0
R09-00209,22350000,60000
R09-00210,87330000,300000
R09-00211,58310000,150000
R09-00212,62300000,150000
R09-00213,13570000,40000
R09-00214,56410000,150000
R09-00215,47030000,150000
R09-00216,46280000,150000
R09-00217,25700000,60000
R09-00218,22470000,60000
R09-00219,34410000,150000
R09-00220,13380000,40000
R09-00221,67370000,300000
R09-00222,7870000,20000
R09-00223,25900000,60000
R09-00224,54000000,150000
R09-00225,4260000,0
R09-00226,3580000,0
R09-00227,81040000,300000
R09-00228,43180000,150000
R09-00229,112620000,300000
R09-00230,90800000,300000
R09-00231,26710000,60000
R09-00232,34850000,150000
R09-00233,24920000,60000
R09-00234,46880000,150000
R09-00235,23640000,60000
R09-00236,51930000,150000
R09-00237,24580000,60000
R09-00238,25090000,60000
R09-00239,43350000,150000
R09-00240,141500000,600000
R09-00241,12930000,40000
R09-00242,21560000,60000
R09-00243,21580000,60000
R09-00244,12110000,40000
R09-00245,3940000,0
R09-00246,42190000,150000
R09-00247,67410000,300000
R09-00248,74640000,300000
R09-00249,83480000,300000
R09-00250,22650000,60000
R09-00251,46770000,150000
R09-00252,41910000,150000
R09-00253,43710000,150000
R09-00254,94710000,300000
R09-00255,43690000,150000
R09-00256,1870000,0
R09-00257,72670000,300000
R09-00258,74460000,300000
R09-00259,2030000,0
R09-00260,13280000,40000
R09-00261,89120000,300000
R09-00262,11150000,40000
R09-00263,21550000,60000
R09-00264,82210000,300000
R09-00265,2900000,0
R09-00266,2170000,0
R09-00267,88500000,300000
R09-00268,21680000,60000
R09-00269,54740000,150000
R09-00270,11280000,40000
R09-00271,13680000,40000
R09-00272,64620000,150000
R09-00273,62440000,150000
R09-00274,14320000,40000
R09-00275,45640000,150000
R09-00276,45200000,150000
R09-00277,62750000,150000
R09-00278,102390000,300000
R09-00279,6150000,20000
R09-00280,28740000,60000
R09-00281,14410000,40000
R09-00282,107340000,300000
R09-00283,42640000,150000
R09-00284,74990000,300000
R09-00285,122340000,300000
R09-00286,52730000,150000
R09-00287,3230000,0
R09-00288,72150000,300000
R09-00289,82490000,300000
R09-00290,102040000,300000
R09-00291,56280000,150000
R09-00292,44970000,150000
R09-00293,33290000,60000
R09-00294,42160000,150000
R09-00295,53420000,150000
R09-00296,83500000,300000
R09-00297,4900000,0
R09-00298,124330000,300000
R09-00299,26410000,60000
R09-00300,83030000,300000
R09-00301,42760000,150000
R09-00302,36270000,150000
R09-00303,11760000,40000
R09-00304,24280000,60000
R09-00305,7760000,20000
R09-00306,11490000,40000
R09-00307,2720000,0
R09-00308,73440000,300000
R09-00309,20380000,60000
R09-00310,85940000,300000
R09-00311,3280000,0
R09-00312,11080000,40000
R09-00313,35910000,150000
R09-00314,3300000,0
R09-00315,33610000,150000
R09-00316,26840000,60000
R09-00317,3780000,0
R09-00318,42240000,150000
R09-00319,32000000,60000
R09-00320,43990000,150000
R09-00321,3790000,0
R09-00322,95050000,300000
R09-00323,12920000,40000
R09-00324,41560000,150000
R09-00325,27410000,60000
R09-00326,25890000,60000
R09-00327,117340000,300000
R09-00328,14580000,40000
R09-00329,2000000,0
R09-00330,14990000,40000
R09-00331,8790000,20000
R09-00332,64030000,150000
R09-00333,56330000,150000
R09-00334,7080000,20000
R09-00335,44570000,150000
R09-00336,34680000,150000
R09-00337,76140000,300000
R09-00338,32000000,60000
R09-00339,54350000,150000
R09-00340,25690000,60000
R09-00341,44050000,150000
R09-00342,22900000,60000
R09-00343,16890000,40000
R09-00344,92470000,300000
R09-00345,33300000,60000
R09-00346,3760000,0
R09-00347,23780000,60000
R09-00348,4290000,0
R09-00349,5670000,20000
R09-00350,83110000,300000
R09-00351,83270000,300000
R09-00352,56300000,150000
R09-00353,85630000,300000
R09-00354,1890000,0
R09-00355,51740000,150000
R09-00356,32060000,60000
R09-00357,22610000,60000
