고객ID,타사이전금액,혜택금액
R24-00000,7150000,20000
R24-00001,44500000,150000
R24-00002,8490000,20000
R24-00003,3250000,0
R24-00004,11670000,40000
R24-00005,58630000,150000
R24-00006,32420000,60000
R24-00007,25670000,60000
R24-00008,37710000,150000
R24-00009,25090000,60000
R24-00010,5650000,20000
R24-00011,120720000,300000
R24-00012,61100000,150000
R24-00013,7680000,20000
R24-00014,63820000,150000
R24-00015,24310000,60000
R24-00016,37950000,150000
R24-00017,47910000,150000
R24-00018,41510000,150000
R24-00019,91160000,300000
R24-00020,11840000,40000
R24-00021,54530000,150000
R24-00022,12630000,40000
R24-00023,61170000,150000
R24-00024,21390000,60000
R24-00025,27440000,60000
R24-00026,41220000,150000
R24-00027,11320000,40000
R24-00028,53080000,150000
R24-00029,104480000,300000
R24-00030,102790000,300000
R24-00031,21500000,60000
R24-00032,5230000,20000
R24-00033,62970000,150000
R24-00034,46030000,150000
R24-00035,53840000,150000
R24-00036,174910000,600000
R24-00037,64190000,150000
R24-00038,16430000,40000
R24-00039,11130000,40000
R24-00040,22960000,60000
R24-00041,10050000,40000
R24-00042,16740000,40000
R24-00043,50270000,150000
R24-00044,44030000,150000
R24-00045,13680000,40000
R24-00046,42900000,150000
R24-00047,48270000,150000
R24-00048,25030000,60000
R24-00049,34200000,150000
R24-00050,65370000,150000
R24-00051,141950000,600000
R24-00052,73930000,300000
R24-00053,155660000,600000
R24-00054,44910000,150000
R24-00055,37010000,150000
R24-00056,24310000,60000
R24-00057,32020000,60000
R24-00058,22960000,60000
R24-00059,74760000,300000
R24-00060,33000000,60000
R24-00061,13760000,40000
R24-00062,24640000,60000
R24-00063,61250000,150000
R24-00064,40900000,150000
R24-00065,60650000,150000
R24-00066,72100000,300000
R24-00067,1570000,0
R24-00068,46520000,150000
R24-00069,42460000,150000
R24-00070,73970000,300000
R24-00071,24110000,60000
R24-00072,13170000,40000
R24-00073,74150000,300000
R24-00074,18550000,40000
R24-00075,119070000,300000
R24-00076,5770000,20000
R24-00077,43520000,150000
R24-00078,12190000,40000
R24-00079,14240000,40000
R24-00080,21430000,60000
R24-00081,83360000,300000
R24-00082,8120000,20000
R24-00083,93230000,300000
R24-00084,850000,0
R24-00085,85130000,300000
R24-00086,111460000,300000
R24-00087,43940000,150000
R24-00088,10770000,40000
R24-00089,62560000,150000
R24-00090,45900000,150000
R24-00091,1080000,0
R24-00092,101970000,300000
R24-00093,32750000,60000
R24-00094,1770000,0
R24-00095,21450000,60000
R24-00096,41560000,150000
R24-00097,83800000,300000
R24-00098,1770000,0
R24-00099,21410000,60000
R24-00100,18930000,40000
R24-00101,91760000,300000
R24-00102,62880000,150000
R24-00103,52600000,150000
R24-00104,48220000,150000
R24-00105,75740000,300000
R24-00106,134620000,600000
R24-00107,58660000,150000
R24-00108,9240000,20000
R24-00109,42110000,150000
R24-00110,9130000,20000
R24-00111,27120000,60000
R24-00112,22070000,60000
R24-00113,52590000,150000
R24-00114,101850000,300000
R24-00115,215930000,1000000
R24-00116,2870000,0
R24-00117,58560000,150000
R24-00118,5260000,20000
R24-00119,54960000,150000
R24-00120,62150000,150000
R24-00121,15790000,40000
R24-00122,8040000,20000
R24-00123,15110000,40000
R24-00124,65070000,150000
R24-00125,21640000,60000
R24-00126,13410000,40000
R24-00127,43200000,150000
R24-00128,71170000,300000
R24-00129,56460000,150000
R24-00130,44630000,150000
R24-00131,53700000,150000
R24-00132,71160000,300000
R24-00133,51990000,150000
R24-00134,47980000,150000
R24-00135,38920000,150000
R24-00136,37890000,150000
R24-00137,12100000,40000
R24-00138,84330000,300000
