고객ID,타사이전금액,혜택금액
R03-00000,26830000,60000
R03-00001,35170000,150000
R03-00002,31390000,60000
R03-00003,94680000,300000
R03-00004,2460000,0
R03-00005,44430000,150000
R03-00006,51970000,150000
R03-00007,26680000,60000
R03-00008,98400000,300000
R03-00009,1440000,0
R03-00010,21150000,60000
R03-00011,73300000,300000
R03-00012,44310000,150000
R03-00013,3440000,0
R03-00014,1060000,0
R03-00015,15910000,40000
R03-00016,2080000,0
R03-00017,55250000,150000
R03-00018,81340000,300000
R03-00019,41910000,150000
R03-00020,26040000,60000
R03-00021,84140000,300000
R03-00022,45460000,150000
R03-00023,11860000,40000
R03-00024,156520000,600000
R03-00025,153590000,600000
R03-00026,38490000,150000
R03-00027,52250000,150000
R03-00028,12030000,40000
R03-00029,34150000,150000
R03-00030,60300000,150000
R03-00031,101730000,300000
R03-00032,30850000,60000
R03-00033,44230000,150000
R03-00034,62770000,150000
R03-00035,67320000,300000
R03-00036,54520000,150000
R03-00037,42250000,150000
R03-00038,35200000,150000
R03-00039,2210000,0
R03-00040,84730000,300000
R03-00041,142610000,600000
R03-00042,34540000,150000
R03-00043,4260000,0
R03-00044,21860000,60000
R03-00045,101590000,300000
R03-00046,5960000,20000
R03-00047,71240000,300000
R03-00048,48450000,150000
R03-00049,22120000,60000
R03-00050,90240000,300000
R03-00051,42540000,150000
R03-00052,7040000,20000
R03-00053,12680000,40000
R03-00054,83680000,300000
R03-00055,87560000,300000
R03-00056,93360000,300000
R03-00057,31920000,60000
R03-00058,75490000,300000
R03-00059,72120000,300000
R03-00060,35420000,150000
R03-00061,95610000,300000
R03-00062,112040000,300000
R03-00063,52070000,150000
R03-00064,64230000,150000
R03-00065,24410000,60000
R03-00066,72500000,300000
R03-00067,31300000,60000
R03-00068,73530000,300000
R03-00069,25690000,60000
R03-00070,73260000,300000
R03-00071,22980000,60000
R03-00072,3000000,0
R03-00073,34920000,150000
R03-00074,15950000,40000
R03-00075,224650000,1000000
R03-00076,51670000,150000
R03-00077,113710000,300000
R03-00078,65380000,150000
R03-00079,93210000,300000
R03-00080,121880000,300000
R03-00081,13340000,40000
R03-00082,85780000,300000
R03-00083,77210000,300000
R03-00084,112220000,300000
R03-00085,20670000,60000
R03-00086,38040000,150000
R03-00087,38030000,150000
R03-00088,62240000,150000
R03-00089,13640000,40000
